
###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, part: tail, get_old_path: False, computer: 2,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: None, MAX_POOL_SIZE: 3
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.0375, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42

train size: 405, val size: 136, test size: 1064

algebraic_truth: 0.016754725400139305		 val_algebraic_truth: 0.01744429679477916
RE1_truth: 0.00018903196734540602		 val_RE1_truth: 0.0002115398700184682
SED_truth: 0.0015122547161345388		 val_SED_truth: 0.0016923218088991502

Epoch 1/18000: Training Loss: 816.1839001225491		 Val Loss: 5.239226397346048
             	Training MAE: 0.35476791858673096		 Val MAE: 0.34483224153518677
             	Algebraic dist: 997.0984221813726		 Val Algebraic dist: 78.8451286764706
             	RE1 dist: 4893060.0784313725		 Val RE1 dist: 6757.845588235294
             	SED dist: 1631.3636642156862		 Val SED dist: 9.442346011891084

Epoch 2/18000: Training Loss: 3.4589846741919423		 Val Loss: 7.571740543141084
             	Training MAE: 0.3599569797515869		 Val MAE: 0.37105998396873474
             	Algebraic dist: 65.82798138786765		 Val Algebraic dist: 102.76426786534927
             	RE1 dist: 5194.702818627451		 Val RE1 dist: 14428.547794117647
             	SED dist: 5.900153664981618		 Val SED dist: 14.1482131060432

Epoch 3/18000: Training Loss: 2.597238877240349		 Val Loss: 6.424337050494025
             	Training MAE: 0.3751027584075928		 Val MAE: 0.3769323527812958
             	Algebraic dist: 55.51139801623774		 Val Algebraic dist: 88.36764705882354
             	RE1 dist: 4020.811887254902		 Val RE1 dist: 10418.38786764706
             	SED dist: 4.224761962890625		 Val SED dist: 11.913111069623161

Epoch 4/18000: Training Loss: 2.2607535567938113		 Val Loss: 5.296851663028493
             	Training MAE: 0.3747190833091736		 Val MAE: 0.37149202823638916
             	Algebraic dist: 48.351935891544116		 Val Algebraic dist: 76.47320197610294
             	RE1 dist: 3077.689338235294		 Val RE1 dist: 6889.04825367647
             	SED dist: 3.618398628982843		 Val SED dist: 9.721594417796416

Epoch 5/18000: Training Loss: 2.1105864281747855		 Val Loss: 5.9177093505859375
             	Training MAE: 0.3663685619831085		 Val MAE: 0.3613092303276062
             	Algebraic dist: 43.8025333180147		 Val Algebraic dist: 76.4496711282169
             	RE1 dist: 2460.345588235294		 Val RE1 dist: 7195.143841911765
             	SED dist: 3.3822871189491424		 Val SED dist: 11.02710589240579

