
###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, part: mid, get_old_path: False, computer: 2,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: None, MAX_POOL_SIZE: 3
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.2, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42

train size: 2166, val size: 736, test size: 1064

algebraic_truth: 0.016756258327582665		 val_algebraic_truth: 0.01875417647154435
RE1_truth: 0.0001893315835412578		 val_RE1_truth: 0.00030199725828740907
SED_truth: 0.001514615937792507		 val_SED_truth: 0.0024159745029781175

Epoch 1/4500: Training Loss: 131.44539898523985		 Val Loss: 4.632238636846128
             	Training MAE: 0.3597511649131775		 Val MAE: 0.36252912878990173
             	Algebraic dist: 216.76124308118082		 Val Algebraic dist: 81.38937245244566
             	RE1 dist: 840091.4538745388		 Val RE1 dist: 8523.370923913044
             	SED dist: 261.95029981549817		 Val SED dist: 8.523535686990488

Epoch 2/4500: Training Loss: 2.6869171255189115		 Val Loss: 4.9358082646908965
             	Training MAE: 0.33778148889541626		 Val MAE: 0.3010874390602112
             	Algebraic dist: 71.58413572416974		 Val Algebraic dist: 105.33519446331522
             	RE1 dist: 5938.166051660517		 Val RE1 dist: 14616.19972826087
             	SED dist: 4.770620873933349		 Val SED dist: 9.412980452827785

Epoch 3/4500: Training Loss: 2.534358738973132		 Val Loss: 4.425305573836617
             	Training MAE: 0.2545001804828644		 Val MAE: 0.22107194364070892
             	Algebraic dist: 80.36656048201107		 Val Algebraic dist: 97.47126570991848
             	RE1 dist: 7436.37315498155		 Val RE1 dist: 12227.714673913044
             	SED dist: 4.707111879468404		 Val SED dist: 8.546007239300272

Epoch 4/4500: Training Loss: 2.6672144815930583		 Val Loss: 4.050086975097656
             	Training MAE: 0.21683813631534576		 Val MAE: 0.21249271929264069
             	Algebraic dist: 82.30535055350553		 Val Algebraic dist: 95.14822520380434
             	RE1 dist: 7873.154981549816		 Val RE1 dist: 9796.993885869566
             	SED dist: 5.03932330705143		 Val SED dist: 7.817605060079823

Epoch 5/4500: Training Loss: 2.594279722094096		 Val Loss: 4.161047230596128
             	Training MAE: 0.2129131704568863		 Val MAE: 0.20547720789909363
             	Algebraic dist: 78.62178563191883		 Val Algebraic dist: 99.19334876019022
             	RE1 dist: 7194.342712177122		 Val RE1 dist: 11693.001358695652
             	SED dist: 4.910384174642528		 Val SED dist: 8.051655644955842

Epoch 6/4500: Training Loss: 2.584521529419396		 Val Loss: 5.211004505986753
             	Training MAE: 0.20625866949558258		 Val MAE: 0.1964825540781021
             	Algebraic dist: 77.8606434501845		 Val Algebraic dist: 99.94538680366848
             	RE1 dist: 6955.118081180812		 Val RE1 dist: 13803.161684782608
             	SED dist: 4.909766165532749		 Val SED dist: 10.18632175611413

Epoch 7/4500: Training Loss: 2.5739872218058117		 Val Loss: 3.945773580799932
             	Training MAE: 0.19855907559394836		 Val MAE: 0.19458770751953125
             	Algebraic dist: 74.75041801199262		 Val Algebraic dist: 90.83387822690217
             	RE1 dist: 6341.509686346863		 Val RE1 dist: 8883.587635869566
             	SED dist: 4.910653089685193		 Val SED dist: 7.65957906971807

Epoch 8/4500: Training Loss: 2.688079270929428		 Val Loss: 4.1834600697393
             	Training MAE: 0.1963135451078415		 Val MAE: 0.19455891847610474
             	Algebraic dist: 76.26172595710332		 Val Algebraic dist: 90.38130519701087
             	RE1 dist: 6781.123616236162		 Val RE1 dist: 10169.778532608696
             	SED dist: 5.150039278713099		 Val SED dist: 8.144546508789062

Epoch 9/4500: Training Loss: 2.574445323310655		 Val Loss: 4.103846010954483
             	Training MAE: 0.1923200935125351		 Val MAE: 0.19275224208831787
             	Algebraic dist: 73.01657633763837		 Val Algebraic dist: 88.22343643851902
             	RE1 dist: 6256.626383763838		 Val RE1 dist: 9962.136548913044
             	SED dist: 4.935898221286901		 Val SED dist: 7.996975442637568

Epoch 10/4500: Training Loss: 2.4119433864016373		 Val Loss: 4.619755288828975
             	Training MAE: 0.18926288187503815		 Val MAE: 0.19128163158893585
             	Algebraic dist: 68.09523466328413		 Val Algebraic dist: 88.5143459154212
             	RE1 dist: 5349.510147601476		 Val RE1 dist: 11020.264266304348
             	SED dist: 4.623548219124769		 Val SED dist: 9.039895762567935

Epoch 11/4500: Training Loss: 2.502266859216444		 Val Loss: 4.836640731148098
             	Training MAE: 0.1843104511499405		 Val MAE: 0.18037062883377075
             	Algebraic dist: 69.42485874077491		 Val Algebraic dist: 84.08250360903533
             	RE1 dist: 5635.868542435424		 Val RE1 dist: 9838.498641304348
             	SED dist: 4.816203099775138		 Val SED dist: 9.49860083538553

Epoch 12/4500: Training Loss: 2.445957310525254		 Val Loss: 4.406167403511379
             	Training MAE: 0.1802256852388382		 Val MAE: 0.17457902431488037
             	Algebraic dist: 64.33537534594096		 Val Algebraic dist: 87.46956203294837
             	RE1 dist: 4895.669280442805		 Val RE1 dist: 9810.042798913044
             	SED dist: 4.716645976274216		 Val SED dist: 8.643477730129076

Epoch 13/4500: Training Loss: 2.2260458407806736		 Val Loss: 3.998195150624151
             	Training MAE: 0.18024687469005585		 Val MAE: 0.16932843625545502
             	Algebraic dist: 60.334424008302584		 Val Algebraic dist: 76.63854449728261
             	RE1 dist: 4280.476937269373		 Val RE1 dist: 7915.126358695652
             	SED dist: 4.280614874019834		 Val SED dist: 7.839928668478261

Epoch 14/4500: Training Loss: 2.405247311750461		 Val Loss: 4.223242054814878
             	Training MAE: 0.1746026575565338		 Val MAE: 0.17434576153755188
             	Algebraic dist: 62.41812009916974		 Val Algebraic dist: 77.66002887228261
             	RE1 dist: 4592.714483394834		 Val RE1 dist: 7861.322690217391
             	SED dist: 4.650832960966328		 Val SED dist: 8.289195185122283

Epoch 15/4500: Training Loss: 2.2091564445917897		 Val Loss: 3.740010468856148
             	Training MAE: 0.1681816428899765		 Val MAE: 0.16366450488567352
             	Algebraic dist: 57.51465204105166		 Val Algebraic dist: 76.3297649881114
