###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: microsoft/resnet-152, augmentation: True, random crop: True, part: head, get_old_path: False,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: None,
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.015, norm_mean: tensor([0.5000, 0.5000, 0.5000], device='cuda:0'), norm_std: tensor([0.5000, 0.5000, 0.5000], device='cuda:0'), sched: None seed: 500, 

algebraic_truth: 0.0168760746717453		 val_algebraic_truth: 0.01763323268720082
RE1_truth: 0.0001900298986583948		 val_RE1_truth: 0.00020592877574797188
SED_truth: 0.0015202410519123077		 val_SED_truth: 0.0016474239528179169

Epoch 1/17000: Training Loss: 5075.979296875		 Val Loss: 3953.2282366071427
             	Training MAE: 0.3845948278903961		 Val MAE: 0.3745217025279999
             	Algebraic dist: 3907.484765625		 Val Algebraic dist: 2013.6322544642858
             	RE1 dist: 19940897.6		 Val RE1 dist: 3942880.0
             	SED dist: 10151.0296875		 Val SED dist: 7905.447544642857

Epoch 2/17000: Training Loss: 4106.46484375		 Val Loss: 3920.2561383928573
             	Training MAE: 0.35324063897132874		 Val MAE: 0.3405136168003082
             	Algebraic dist: 1235.03095703125		 Val Algebraic dist: 998.1911969866071
             	RE1 dist: 1393224.2		 Val RE1 dist: 951908.8571428572
             	SED dist: 8211.90390625		 Val SED dist: 7839.472098214285

Epoch 3/17000: Training Loss: 4020.7515625		 Val Loss: 3663.4801897321427
             	Training MAE: 0.33117732405662537		 Val MAE: 0.32483574748039246
             	Algebraic dist: 722.19267578125		 Val Algebraic dist: 593.6047014508929
             	RE1 dist: 472216.4		 Val RE1 dist: 324080.9285714286
             	SED dist: 8040.45625		 Val SED dist: 7325.909040178572

Epoch 4/17000: Training Loss: 4089.9921875		 Val Loss: 3427.583426339286
             	Training MAE: 0.3240630328655243		 Val MAE: 0.32170599699020386
             	Algebraic dist: 468.1359375		 Val Algebraic dist: 349.162353515625
             	RE1 dist: 193058.5375		 Val RE1 dist: 112368.07142857143
             	SED dist: 8178.93515625		 Val SED dist: 6854.114397321428

Epoch 5/17000: Training Loss: 3772.764453125		 Val Loss: 3468.186941964286
             	Training MAE: 0.3217329978942871		 Val MAE: 0.32344213128089905
             	Algebraic dist: 283.8095947265625		 Val Algebraic dist: 224.52593122209822
             	RE1 dist: 73704.675		 Val RE1 dist: 48781.83928571428
             	SED dist: 7544.48125		 Val SED dist: 6935.329799107143

Epoch 6/17000: Training Loss: 3533.2296875		 Val Loss: 3303.3839285714284
             	Training MAE: 0.3261141777038574		 Val MAE: 0.330574631690979
             	Algebraic dist: 166.87889404296874		 Val Algebraic dist: 111.99211774553571
             	RE1 dist: 26846.634375		 Val RE1 dist: 12276.203125
             	SED dist: 7065.42109375		 Val SED dist: 6605.739955357143

Epoch 7/17000: Training Loss: 2968.431640625		 Val Loss: 2475.7209821428573
             	Training MAE: 0.33223551511764526		 Val MAE: 0.33098304271698
             	Algebraic dist: 80.10243530273438		 Val Algebraic dist: 52.1734619140625
             	RE1 dist: 7442.740625		 Val RE1 dist: 3662.4534040178573
             	SED dist: 5935.84453125		 Val SED dist: 4950.420200892857

