###########################################################################################################################################################

                auged__ learning rate: 0.0001, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
                batch_size: 16, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
                average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False,
                SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, unforzen layers: 0, group conv: False
                crop: 224 resize: 256, use conv: True pretrained: None, data_ratio: 0.2, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None

algebraic_truth: 0.016755561759002016		 val_algebraic_truth: 0.01707410051467571
algebraic_sqr_truth: 0.0003782215181493411	 val_algebraic_sqr_truth: 0.0003949960574824759                                
RE1_truth: 0.00018911075907467056		 val_RE1_truth: 0.00019749802874123796
SED_truth: 0.0015127955779542018		 val_SED_truth: 0.001579977571964264

Epoch 1/1500: Training Loss: 633.704664689781		 Val Loss: 3.074194076213431
             Training MAE: 0.3045874238014221		 Val MAE: 0.33530041575431824
             Algebraic dist: 614.9532390510949		 Val Algebraic dist: 62.92926674700798
             Algebraic sqr dist: 8888094.832116788	  Val Algebraic sqr dist: 8654.541223404256
             RE1 dist: 4444047.416058394		 Val RE1 dist: 4327.270611702128
             SED dist: 1266.8415830291972		 Val SED dist: 5.504252332322141

Epoch 2/1500: Training Loss: 2.77759546433052		 Val Loss: 3.0208441551695477
             Training MAE: 0.34305647015571594		 Val MAE: 0.34186816215515137
             Algebraic dist: 64.21115847399635		 Val Algebraic dist: 75.02056495179521
             Algebraic sqr dist: 9130.202554744526	  Val Algebraic sqr dist: 13405.481382978724
             RE1 dist: 4565.101277372263		 Val RE1 dist: 6702.742021276596
             SED dist: 4.902975486142792		 Val SED dist: 5.411032169423205

Epoch 3/1500: Training Loss: 2.7903758696395986		 Val Loss: 3.3077171812666224
             Training MAE: 0.3339824080467224		 Val MAE: 0.31747883558273315
             Algebraic dist: 74.9338717495438		 Val Algebraic dist: 90.07285779587765
             Algebraic sqr dist: 12684.045620437957	  Val Algebraic sqr dist: 21143.32845744681
             RE1 dist: 6342.0228102189785		 Val RE1 dist: 10571.664228723404
             SED dist: 4.992437877794252		 Val SED dist: 6.09063266186004

Epoch 4/1500: Training Loss: 2.7102077511975367		 Val Loss: 2.883614073408411
             Training MAE: 0.29867103695869446		 Val MAE: 0.27643927931785583
             Algebraic dist: 83.33411981067518		 Val Algebraic dist: 94.04975274268617
             Algebraic sqr dist: 15436.096715328467	  Val Algebraic sqr dist: 21467.34175531915
             RE1 dist: 7718.049270072993		 Val RE1 dist: 10733.670877659575
             SED dist: 4.951911425068431		 Val SED dist: 5.35261925230635

Epoch 5/1500: Training Loss: 2.709967842937386		 Val Loss: 2.835042750581782
             Training MAE: 0.25447890162467957		 Val MAE: 0.2306797206401825
             Algebraic dist: 89.1569699475365		 Val Algebraic dist: 93.51793134973404
             Algebraic sqr dist: 18154.543795620437	  Val Algebraic sqr dist: 21391.349734042553
             RE1 dist: 9077.271897810218		 Val RE1 dist: 10695.674867021276
             SED dist: 5.043130916400547		 Val SED dist: 5.32916811679272

Epoch 6/1500: Training Loss: 2.627561026246008		 Val Loss: 2.9193326260181185
             Training MAE: 0.2228190302848816		 Val MAE: 0.21442176401615143
             Algebraic dist: 85.06091041286497		 Val Algebraic dist: 94.10207155917553
             Algebraic sqr dist: 16568.21167883212	  Val Algebraic sqr dist: 18945.82579787234
             RE1 dist: 8284.106751824818		 Val RE1 dist: 9472.913563829787
             SED dist: 4.925352667369982		 Val SED dist: 5.523271276595745

Epoch 7/1500: Training Loss: 2.564548019075046		 Val Loss: 2.7948462303648602
             Training MAE: 0.2111850380897522		 Val MAE: 0.20425380766391754
             Algebraic dist: 83.2390011975365		 Val Algebraic dist: 87.38089054188829
             Algebraic sqr dist: 15807.414233576643	  Val Algebraic sqr dist: 18336.505319148935
             RE1 dist: 7903.707116788321		 Val RE1 dist: 9168.252659574468
             SED dist: 4.817022838731752		 Val SED dist: 5.290800378677693

Epoch 8/1500: Training Loss: 2.6057233601591014		 Val Loss: 2.8336886142162565
             Training MAE: 0.20148205757141113		 Val MAE: 0.20448558032512665
