###########################################################################################################################################################

        auged__ learning rate: 0.0005, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
        batch_size: 64, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, weight_decay: 5e-05
        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1.0, huber_coeff: 1.0, unforzen layers: 0, group conv: False
        crop: 224 resize: 256, use conv: True pretrained: None, seq_ratio: 0.3, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0')

algebraic_truth: 0.01672531435122857		 val_algebraic_truth: 0.0173179739051395
algebraic_sqr_truth: 0.0003770596634310025	 val_algebraic_sqr_truth: 0.00040608039125800133                                
RE1_truth: 0.00018852983171550126		 val_RE1_truth: 0.00020304019562900066
SED_truth: 0.0015082039798681552		 val_SED_truth: 0.001624319391945998

Epoch 1/1100: Training Loss: 1075.5199819711538		 Val Loss: 10.550558302137587
             Training MAE: 0.3263428807258606		 Val MAE: 0.33159011602401733
             Algebraic dist: 510.08101712740387		 Val Algebraic dist: 16.440366956922745
             Algebraic sqr dist: 6933489.846153846	  Val Algebraic sqr dist: 582.5582139756945
             RE1 dist: 3466744.923076923		 Val RE1 dist: 291.27910698784723
             SED dist: 2150.086688701923		 Val SED dist: 20.121680365668404

Epoch 2/1100: Training Loss: 4.140561323899489		 Val Loss: 3.4795504675971136
             Training MAE: 0.31364259123802185		 Val MAE: 0.2110082507133484
             Algebraic dist: 39.80735426682692		 Val Algebraic dist: 91.71885850694444
             Algebraic sqr dist: 5201.524639423077	  Val Algebraic sqr dist: 21850.859375
             RE1 dist: 2600.7623197115386		 Val RE1 dist: 10925.4296875
             SED dist: 7.501949016864483		 Val SED dist: 6.657085842556423

