
###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Sceneflow2Kitti,
average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, part: head, get_old_path: False, computer: 1,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: None, MAX_POOL_SIZE: 3
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.002, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 500

train size: 32, val size: 24, test size: 1064

algebraic_truth: 0.0172568392008543		 val_algebraic_truth: 0.01755402982234955
RE1_truth: 0.00019662425620481372		 val_RE1_truth: 0.00020380017425244054
SED_truth: 0.0015729984734207392		 val_SED_truth: 0.001630387268960476

Epoch 1/100: Training Loss: 0.11949145048856735		 Val Loss: 0.10185296336809795
             	Training MAE: 0.04760301113128662		 Val MAE: 0.03984912112355232
             	Algebraic dist: 0.18302208185195923		 Val Algebraic dist: 0.19910029570261636
             	RE1 dist: 0.052080992609262466		 Val RE1 dist: 0.03830521802107493
             	SED dist: 0.22056151926517487		 Val SED dist: 0.19027062257130942

Epoch 2/100: Training Loss: 0.1091577410697937		 Val Loss: 0.21118678649266562
             	Training MAE: 0.0398688018321991		 Val MAE: 0.042179059237241745
             	Algebraic dist: 0.1912260204553604		 Val Algebraic dist: 0.304412583510081
             	RE1 dist: 0.045436881482601166		 Val RE1 dist: 0.08500258127848308
             	SED dist: 0.2042849063873291		 Val SED dist: 0.4076542059580485

Epoch 3/100: Training Loss: 0.12377564609050751		 Val Loss: 0.24736762046813965
             	Training MAE: 0.043981119990348816		 Val MAE: 0.04305657744407654
             	Algebraic dist: 0.2102191299200058		 Val Algebraic dist: 0.3312915762265523
             	RE1 dist: 0.04680394008755684		 Val RE1 dist: 0.10244449973106384
             	SED dist: 0.23105229437351227		 Val SED dist: 0.47903041044871014

Epoch 4/100: Training Loss: 0.10205328464508057		 Val Loss: 0.09600882728894551
             	Training MAE: 0.04771995544433594		 Val MAE: 0.04896509274840355
             	Algebraic dist: 0.1815698891878128		 Val Algebraic dist: 0.18932930628458658
             	RE1 dist: 0.04145920276641846		 Val RE1 dist: 0.035739521185557045
             	SED dist: 0.18467013537883759		 Val SED dist: 0.17105728387832642

Epoch 5/100: Training Loss: 0.10136370360851288		 Val Loss: 0.16322336594263712
             	Training MAE: 0.050534509122371674		 Val MAE: 0.052422694861888885
             	Algebraic dist: 0.20218929648399353		 Val Algebraic dist: 0.263388196627299
             	RE1 dist: 0.034914858639240265		 Val RE1 dist: 0.048641204833984375
             	SED dist: 0.18099063634872437		 Val SED dist: 0.30353520313898724

