###########################################################################################################################################################

                auged__ learning rate: 0.0005, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
                batch_size: 32, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
                average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False,
                SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.1, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, unforzen layers: 0, group conv: False
                crop: 224 resize: 256, use conv: True pretrained: None, data_ratio: 0.2, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None

algebraic_truth: 0.01674471212470013		 val_algebraic_truth: 0.01704888790845871
algebraic_sqr_truth: 0.0003776995438164559	 val_algebraic_sqr_truth: 0.000392686459235847                                
RE1_truth: 0.00018884977190822795		 val_RE1_truth: 0.0001963432296179235
SED_truth: 0.0015107581148976865		 val_SED_truth: 0.0015705825450519721

Epoch 1/1500: Training Loss: 259.0079823369565		 Val Loss: 1.9070658683776855
             Training MAE: 0.3256424069404602		 Val MAE: 0.342892050743103
             Algebraic dist: 189.4769729393116		 Val Algebraic dist: 22.519266764322918
             Algebraic sqr dist: 894563.1884057971	  Val Algebraic sqr dist: 1138.7864583333333
             RE1 dist: 447281.59420289856		 Val RE1 dist: 569.3932698567709
             SED dist: 2585.262001811594		 Val SED dist: 14.341594696044922

Epoch 2/1500: Training Loss: 1.0982071143993433		 Val Loss: 1.0249049663543701
             Training MAE: 0.3511910140514374		 Val MAE: 0.3597116470336914
             Algebraic dist: 21.14881432574728		 Val Algebraic dist: 39.39843241373698
             Algebraic sqr dist: 1051.8920969202898	  Val Algebraic sqr dist: 3049.9544270833335
             RE1 dist: 525.9460484601449		 Val RE1 dist: 1524.9772135416667
             SED dist: 6.348808841428895		 Val SED dist: 6.048685709635417

Epoch 3/1500: Training Loss: 0.7569017272064651		 Val Loss: 0.6547179222106934
             Training MAE: 0.24233461916446686		 Val MAE: 0.19830173254013062
             Algebraic dist: 53.718297101449274		 Val Algebraic dist: 69.26969909667969
             Algebraic sqr dist: 6100.51268115942	  Val Algebraic sqr dist: 10204.57421875
             RE1 dist: 3050.256793478261		 Val RE1 dist: 5102.287109375
             SED dist: 5.536442411118659		 Val SED dist: 5.099857012430827

Epoch 4/1500: Training Loss: 0.6533215287802876		 Val Loss: 0.6237749258677164
             Training MAE: 0.19228604435920715		 Val MAE: 0.1977340430021286
             Algebraic dist: 60.33210201539855		 Val Algebraic dist: 65.54637145996094
             Algebraic sqr dist: 7876.124094202899	  Val Algebraic sqr dist: 8786.668619791666
             RE1 dist: 3938.0620471014495		 Val RE1 dist: 4393.334309895833
             SED dist: 5.194788836050725		 Val SED dist: 4.91181755065918

Epoch 5/1500: Training Loss: 0.6549239227737206		 Val Loss: 0.6136786540349325
             Training MAE: 0.1882086992263794		 Val MAE: 0.18079298734664917
             Algebraic dist: 62.87461079030797		 Val Algebraic dist: 63.03807576497396
             Algebraic sqr dist: 8618.35054347826	  Val Algebraic sqr dist: 8744.247395833334
             RE1 dist: 4309.17527173913		 Val RE1 dist: 4372.123697916667
             SED dist: 5.276788241621377		 Val SED dist: 4.927341461181641

Epoch 6/1500: Training Loss: 0.6496040233667346		 Val Loss: 0.6261462767918905
             Training MAE: 0.18191339075565338		 Val MAE: 0.18585985898971558
             Algebraic dist: 63.84738734148551		 Val Algebraic dist: 69.18865458170573
             Algebraic sqr dist: 9073.528079710144	  Val Algebraic sqr dist: 10031.122395833334
             RE1 dist: 4536.764039855072		 Val RE1 dist: 5015.561197916667
             SED dist: 5.304580909618433		 Val SED dist: 5.096246719360352

Epoch 7/1500: Training Loss: 0.6036958003389663		 Val Loss: 0.6089995702107748
             Training MAE: 0.1745142787694931		 Val MAE: 0.17122475802898407
             Algebraic dist: 60.611002604166664		 Val Algebraic dist: 61.35841369628906
             Algebraic sqr dist: 8304.266304347826	  Val Algebraic sqr dist: 8860.745442708334
             RE1 dist: 4152.133152173913		 Val RE1 dist: 4430.372721354167
             SED dist: 4.9580657516700635		 Val SED dist: 5.084890047709147

Epoch 8/1500: Training Loss: 0.6096214626146399		 Val Loss: 0.6078987121582031
             Training MAE: 0.16859844326972961		 Val MAE: 0.15998028218746185
             Algebraic dist: 63.04144729393116		 Val Algebraic dist: 55.0831553141276
             Algebraic sqr dist: 8878.731884057972	  Val Algebraic sqr dist: 7499.907552083333
             RE1 dist: 4439.365942028986		 Val RE1 dist: 3749.9537760416665
             SED dist: 5.111110079115716		 Val SED dist: 5.208080291748047

Epoch 9/1500: Training Loss: 0.61885308528292		 Val Loss: 0.7222408453623453
             Training MAE: 0.16809138655662537		 Val MAE: 0.17637531459331512
             Algebraic dist: 63.14712834012681		 Val Algebraic dist: 91.95557657877605
             Algebraic sqr dist: 8789.901268115942	  Val Algebraic sqr dist: 14539.229166666666
             RE1 dist: 4394.950634057971		 Val RE1 dist: 7269.614583333333
             SED dist: 5.286798007246377		 Val SED dist: 6.254976272583008

Epoch 10/1500: Training Loss: 0.6121997556824615		 Val Loss: 0.7016985416412354
             Training MAE: 0.1576848328113556		 Val MAE: 0.1639859974384308
             Algebraic dist: 62.95262256567029		 Val Algebraic dist: 92.53350830078125
             Algebraic sqr dist: 8754.547101449276	  Val Algebraic sqr dist: 14626.626302083334
             RE1 dist: 4377.273550724638		 Val RE1 dist: 7313.313802083333
             SED dist: 5.318362913269928		 Val SED dist: 6.144543965657552

Epoch 11/1500: Training Loss: 0.6058660313703012		 Val Loss: 0.6494577725728353
             Training MAE: 0.15415774285793304		 Val MAE: 0.14429691433906555
             Algebraic dist: 60.76549762228261		 Val Algebraic dist: 79.82147725423177
             Algebraic sqr dist: 8241.920289855072	  Val Algebraic sqr dist: 11828.662760416666
             RE1 dist: 4120.960597826087		 Val RE1 dist: 5914.331380208333
             SED dist: 5.329705279806386		 Val SED dist: 5.774862289428711

Epoch 12/1500: Training Loss: 0.5760076771611753		 Val Loss: 0.5911608139673868
             Training MAE: 0.14552494883537292		 Val MAE: 0.15906457602977753
             Algebraic dist: 60.00578860960145		 Val Algebraic dist: 59.91608683268229
             Algebraic sqr dist: 8135.197463768116	  Val Algebraic sqr dist: 8554.065755208334
             RE1 dist: 4067.598731884058		 Val RE1 dist: 4277.032877604167
             SED dist: 5.112128658571105		 Val SED dist: 5.250624656677246

Epoch 13/1500: Training Loss: 0.573385819144871		 Val Loss: 0.5429237683614095
             Training MAE: 0.14121699333190918		 Val MAE: 0.12908846139907837
             Algebraic dist: 55.577714560688406		 Val Algebraic dist: 56.61595153808594
             Algebraic sqr dist: 6972.148097826087	  Val Algebraic sqr dist: 7223.681640625
             RE1 dist: 3486.074275362319		 Val RE1 dist: 3611.8408203125
             SED dist: 5.15538135473279		 Val SED dist: 4.915754636128743

Epoch 14/1500: Training Loss: 0.5678848045459692		 Val Loss: 0.5419730345408121
             Training MAE: 0.13167543709278107		 Val MAE: 0.11857447773218155
             Algebraic dist: 55.03134553328805		 Val Algebraic dist: 48.122273763020836
             Algebraic sqr dist: 6893.389945652174	  Val Algebraic sqr dist: 5441.918619791667
             RE1 dist: 3446.6951992753625		 Val RE1 dist: 2720.95947265625
             SED dist: 5.1606741642606435		 Val SED dist: 4.973089536031087

Epoch 15/1500: Training Loss: 0.6092828944109488		 Val Loss: 0.6245625416437784
             Training MAE: 0.13060368597507477		 Val MAE: 0.12397262454032898
             Algebraic dist: 55.418623329936594		 Val Algebraic dist: 60.288360595703125
             Algebraic sqr dist: 6763.677083333333	  Val Algebraic sqr dist: 9563.791666666666
             RE1 dist: 3381.8385416666665		 Val RE1 dist: 4781.895833333333
             SED dist: 5.601985765540081		 Val SED dist: 5.801258722941081

Epoch 16/1500: Training Loss: 0.5299066184223562		 Val Loss: 0.5309642553329468
             Training MAE: 0.12363550066947937		 Val MAE: 0.11341667920351028
             Algebraic dist: 48.82368800951087		 Val Algebraic dist: 48.998199462890625
             Algebraic sqr dist: 5536.885869565217	  Val Algebraic sqr dist: 5369.517252604167
             RE1 dist: 2768.4429347826085		 Val RE1 dist: 2684.7586263020835
             SED dist: 4.864455955615942		 Val SED dist: 4.9299882253011065

Epoch 17/1500: Training Loss: 0.5521074930826823		 Val Loss: 0.5522008736928304
             Training MAE: 0.11926213651895523		 Val MAE: 0.10340007394552231
             Algebraic dist: 48.943150617074274		 Val Algebraic dist: 53.98204040527344
             Algebraic sqr dist: 5440.932065217391	  Val Algebraic sqr dist: 6864.4921875
             RE1 dist: 2720.4660326086955		 Val RE1 dist: 3432.24609375
             SED dist: 5.1185780400815215		 Val SED dist: 5.161734263102214

Epoch 18/1500: Training Loss: 0.5876828069272249		 Val Loss: 0.5388073921203613
             Training MAE: 0.1185908317565918		 Val MAE: 0.11877435445785522
             Algebraic dist: 48.6578563745471		 Val Algebraic dist: 45.52106221516927
             Algebraic sqr dist: 5248.73777173913	  Val Algebraic sqr dist: 4581.678059895833
             RE1 dist: 2624.368885869565		 Val RE1 dist: 2290.8390299479165
             SED dist: 5.4863108759341035		 Val SED dist: 5.026357968648274

Epoch 19/1500: Training Loss: 0.5556052387624547		 Val Loss: 0.5844035545984904
             Training MAE: 0.11282262951135635		 Val MAE: 0.10516023635864258
             Algebraic dist: 46.13615970335145		 Val Algebraic dist: 51.80695088704427
             Algebraic sqr dist: 4803.716938405797	  Val Algebraic sqr dist: 5228.404947916667
