###########################################################################################################################################################

                         learning rate: 6e-05,  mlp_hidden_sizes: [1024, 512], batch_size: 32, norm: True, alpha: 10, avg embeddings: False, 
                        crop: 224 resize: 256, use conv: False pretrained: None, seed: 42, angle range: 90, shift range: 110, 
                        train length: 2048, val length: 320, test length: 320, get old path: False, embeddings to use: ['rotated_embeddings', 'original_embeddings'],
                        use_cls: True


Epoch 1/200: Training Loss: 3.686375617980957		 Val Loss: 3.8379634857177733
	      Training MAE Angle: 0.5041066408157349		 Val MAE Angle: 0.4972514629364014
              Training MSE Angle: 0.33342838287353516		 Val MSE Angle: 0.3244528532028198
	      Training MAE Shift: 0.5002857446670532		 Val MAE Shift: 0.5143439769744873
              Training Euclidean Shift: 0.767331600189209	 Val Euclidean Shift: 0.7924317836761474


Epoch 2/200: Training Loss: 3.2691102027893066		 Val Loss: 2.660944366455078
	      Training MAE Angle: 0.48497238755226135		 Val MAE Angle: 0.4999781608581543
              Training MSE Angle: 0.31948310136795044		 Val MSE Angle: 0.3380391597747803
	      Training MAE Shift: 0.459423691034317		 Val MAE Shift: 0.4016533851623535
              Training Euclidean Shift: 0.7070996165275574	 Val Euclidean Shift: 0.6230885028839112


Epoch 3/200: Training Loss: 2.4764678478240967		 Val Loss: 2.500975799560547
	      Training MAE Angle: 0.48926979303359985		 Val MAE Angle: 0.511837387084961
              Training MSE Angle: 0.32059401273727417		 Val MSE Angle: 0.33926565647125245
	      Training MAE Shift: 0.3755999803543091		 Val MAE Shift: 0.37159621715545654
              Training Euclidean Shift: 0.587468147277832	 Val Euclidean Shift: 0.5913851261138916


Epoch 4/200: Training Loss: 2.299868583679199		 Val Loss: 2.558334732055664
	      Training MAE Angle: 0.514748215675354		 Val MAE Angle: 0.4968963623046875
              Training MSE Angle: 0.34680357575416565		 Val MSE Angle: 0.32898008823394775
	      Training MAE Shift: 0.34673139452934265		 Val MAE Shift: 0.38189311027526857
              Training Euclidean Shift: 0.554916501045227	 Val Euclidean Shift: 0.6048104763031006


Epoch 5/200: Training Loss: 2.2338109016418457		 Val Loss: 2.1494184494018556
	      Training MAE Angle: 0.5008992552757263		 Val MAE Angle: 0.5421844005584717
              Training MSE Angle: 0.3341149389743805		 Val MSE Angle: 0.3830005645751953
	      Training MAE Shift: 0.34232598543167114		 Val MAE Shift: 0.326578950881958
              Training Euclidean Shift: 0.5461742281913757	 Val Euclidean Shift: 0.5231160163879395


Epoch 6/200: Training Loss: 2.330970048904419		 Val Loss: 2.344755172729492
	      Training MAE Angle: 0.49792447686195374		 Val MAE Angle: 0.5100360870361328
              Training MSE Angle: 0.329077810049057		 Val MSE Angle: 0.34555003643035886
	      Training MAE Shift: 0.3543914258480072		 Val MAE Shift: 0.35335872173309324
              Training Euclidean Shift: 0.5642273426055908	 Val Euclidean Shift: 0.5651163101196289


Epoch 7/200: Training Loss: 2.0720739364624023		 Val Loss: 2.0823097229003906
	      Training MAE Angle: 0.5060784816741943		 Val MAE Angle: 0.5252667427062988
              Training MSE Angle: 0.3395737409591675		 Val MSE Angle: 0.3610989093780518
	      Training MAE Shift: 0.3211544454097748		 Val MAE Shift: 0.32893459796905516
              Training Euclidean Shift: 0.517436146736145	 Val Euclidean Shift: 0.5240462303161622


Epoch 8/200: Training Loss: 1.6647179126739502		 Val Loss: 1.09205961227417
	      Training MAE Angle: 0.5078170895576477		 Val MAE Angle: 0.5007235527038574
              Training MSE Angle: 0.3407997190952301		 Val MSE Angle: 0.33607187271118166
	      Training MAE Shift: 0.2825552821159363		 Val MAE Shift: 0.20532758235931398
              Training Euclidean Shift: 0.44698071479797363	 Val Euclidean Shift: 0.32415454387664794


Epoch 9/200: Training Loss: 0.7754700183868408		 Val Loss: 0.5587540626525879
	      Training MAE Angle: 0.5038240551948547		 Val MAE Angle: 0.5078137397766114
              Training MSE Angle: 0.33771276473999023		 Val MSE Angle: 0.3411665201187134
	      Training MAE Shift: 0.15833087265491486		 Val MAE Shift: 0.10930852890014649
              Training Euclidean Shift: 0.24860286712646484	 Val Euclidean Shift: 0.17291253805160522


Epoch 10/200: Training Loss: 0.547512948513031		 Val Loss: 0.47240638732910156
	      Training MAE Angle: 0.49207109212875366		 Val MAE Angle: 0.5124005794525146
              Training MSE Angle: 0.32894471287727356		 Val MSE Angle: 0.3452386140823364
	      Training MAE Shift: 0.10974173247814178		 Val MAE Shift: 0.08542138338088989
              Training Euclidean Shift: 0.17285223305225372	 Val Euclidean Shift: 0.13538753986358643


