
###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: openai/clip-vit-base-patch16, augmentation: True, random crop: True, part: head, get_old_path: False, computer: 1,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: None, MAX_POOL_SIZE: 7
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.002, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42

train size: 32, val size: 24, test size: 1064

algebraic_truth: 0.017174961045384407		 val_algebraic_truth: 0.01774724821249644
RE1_truth: 0.000194937179912813		 val_RE1_truth: 0.00020700702831769982
SED_truth: 0.00155951629858464		 val_SED_truth: 0.0016560677128533523

Epoch 1/150000: Training Loss: 12993.67578125		 Val Loss: 5026.182291666667
             	Training MAE: 0.2984907627105713		 Val MAE: 0.33656641840934753
             	Algebraic dist: 8236.8623046875		 Val Algebraic dist: 4995.84765625
             	RE1 dist: 79923456.0		 Val RE1 dist: 27067909.333333332
             	SED dist: 25986.884765625		 Val SED dist: 10051.876953125

Epoch 2/150000: Training Loss: 1646.36376953125		 Val Loss: 637.1031087239584
             	Training MAE: 0.37175241112709045		 Val MAE: 0.3713333308696747
             	Algebraic dist: 1776.761962890625		 Val Algebraic dist: 662.6668294270834
             	RE1 dist: 6045575.5		 Val RE1 dist: 411132.9166666667
             	SED dist: 3292.01513671875		 Val SED dist: 1273.3131510416667

Epoch 3/150000: Training Loss: 620.84326171875		 Val Loss: 272.7803548177083
             	Training MAE: 0.35478201508522034		 Val MAE: 0.3407757878303528
             	Algebraic dist: 545.5620727539062		 Val Algebraic dist: 522.0519205729166
             	RE1 dist: 256547.34375		 Val RE1 dist: 268800.8333333333
             	SED dist: 1240.8369140625		 Val SED dist: 544.8604736328125

Epoch 4/150000: Training Loss: 143.16244506835938		 Val Loss: 36.83685302734375
             	Training MAE: 0.27807050943374634		 Val MAE: 0.2112124115228653
             	Algebraic dist: 285.82916259765625		 Val Algebraic dist: 184.0384318033854
             	RE1 dist: 80754.9140625		 Val RE1 dist: 36170.716145833336
             	SED dist: 285.8148498535156		 Val SED dist: 73.3865458170573

Epoch 5/150000: Training Loss: 55.559410095214844		 Val Loss: 79.32149251302083
             	Training MAE: 0.18911510705947876		 Val MAE: 0.18631145358085632
             	Algebraic dist: 139.7323455810547		 Val Algebraic dist: 205.8914998372396
             	RE1 dist: 20628.640625		 Val RE1 dist: 39783.786458333336
             	SED dist: 110.87010192871094		 Val SED dist: 158.40030924479166

Epoch 6/150000: Training Loss: 58.36960983276367		 Val Loss: 13.120137532552084
             	Training MAE: 0.18341875076293945		 Val MAE: 0.194606214761734
             	Algebraic dist: 123.97428894042969		 Val Algebraic dist: 68.71944681803386
             	RE1 dist: 14201.2587890625		 Val RE1 dist: 5114.6796875
             	SED dist: 116.48707580566406		 Val SED dist: 25.950144449869793

Epoch 7/150000: Training Loss: 15.146090507507324		 Val Loss: 22.66676076253255
             	Training MAE: 0.19326303899288177		 Val MAE: 0.2079685926437378
             	Algebraic dist: 52.155174255371094		 Val Algebraic dist: 85.75142415364583
             	RE1 dist: 2578.1689453125		 Val RE1 dist: 6953.73828125
             	SED dist: 29.969139099121094		 Val SED dist: 44.97100830078125

Epoch 8/150000: Training Loss: 27.1744384765625		 Val Loss: 21.59594980875651
             	Training MAE: 0.20636221766471863		 Val MAE: 0.20075128972530365
             	Algebraic dist: 72.8292465209961		 Val Algebraic dist: 79.5098368326823
             	RE1 dist: 5306.2412109375		 Val RE1 dist: 5544.2890625
             	SED dist: 53.980838775634766		 Val SED dist: 42.840657552083336

Epoch 9/150000: Training Loss: 13.061420440673828		 Val Loss: 8.054608662923178
             	Training MAE: 0.19323764741420746		 Val MAE: 0.18822737038135529
             	Algebraic dist: 50.33927917480469		 Val Algebraic dist: 38.90905253092448
             	RE1 dist: 2590.778564453125		 Val RE1 dist: 1416.3668619791667
             	SED dist: 25.798433303833008		 Val SED dist: 15.826395670572916

Epoch 10/150000: Training Loss: 9.054518699645996		 Val Loss: 5.180197397867839
             	Training MAE: 0.1898089349269867		 Val MAE: 0.19122278690338135
             	Algebraic dist: 40.940574645996094		 Val Algebraic dist: 35.85278574625651
             	RE1 dist: 1523.453857421875		 Val RE1 dist: 1385.3302408854167
             	SED dist: 17.831876754760742		 Val SED dist: 10.078198115030924

Epoch 11/150000: Training Loss: 4.0389204025268555		 Val Loss: 2.7551488876342773
             	Training MAE: 0.19706076383590698		 Val MAE: 0.20080316066741943
             	Algebraic dist: 35.832603454589844		 Val Algebraic dist: 35.38727315266927
             	RE1 dist: 1110.0595703125		 Val RE1 dist: 1172.9080403645833
             	SED dist: 7.779453754425049		 Val SED dist: 5.190798759460449

Epoch 12/150000: Training Loss: 2.974882125854492		 Val Loss: 2.7624521255493164
             	Training MAE: 0.2057325839996338		 Val MAE: 0.20888163149356842
