
###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: timm/resnet50x4_clip.openai, augmentation: True, random crop: True, part: head, get_old_path: False, computer: 1,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: None, CC: False,
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.0375, norm_mean: tensor([0.5000, 0.5000, 0.5000], device='cuda:0'), norm_std: tensor([0.5000, 0.5000, 0.5000], device='cuda:0'), sched: None seed: 42

train size: 405, val size: 136, test size: 1064

algebraic_truth: 0.016851282587238385		 val_algebraic_truth: 0.01728928615065182
RE1_truth: 0.00019116122640815435		 val_RE1_truth: 0.00020103268873165636
SED_truth: 0.0015290630798713834		 val_SED_truth: 0.0016082646873067407

Epoch 1/18000: Training Loss: 708.6625306372549		 Val Loss: 2.9442982393152572
             	Training MAE: 0.19874748587608337		 Val MAE: 0.19268698990345
             	Algebraic dist: 866.1526501225491		 Val Algebraic dist: 67.39069680606617
             	RE1 dist: 4029346.8235294116		 Val RE1 dist: 4491.36856617647
             	SED dist: 1417.0770526960785		 Val SED dist: 5.652276880600873

Epoch 2/18000: Training Loss: 2.566072052600337		 Val Loss: 2.577100192799288
             	Training MAE: 0.18800804018974304		 Val MAE: 0.1851329654455185
             	Algebraic dist: 56.92132448682598		 Val Algebraic dist: 63.49337230009191
             	RE1 dist: 3439.297181372549		 Val RE1 dist: 4096.444852941177
             	SED dist: 4.903400495940564		 Val SED dist: 4.921993928797105

Epoch 3/18000: Training Loss: 2.3957353479721966		 Val Loss: 2.702959846047794
             	Training MAE: 0.18523383140563965		 Val MAE: 0.18733301758766174
             	Algebraic dist: 62.727256625306374		 Val Algebraic dist: 74.63129021139706
             	RE1 dist: 4268.4298406862745		 Val RE1 dist: 4953.667279411765
             	SED dist: 4.554753322227328		 Val SED dist: 5.158575170180377

Epoch 4/18000: Training Loss: 2.4299914790134802		 Val Loss: 3.1149657754337086
             	Training MAE: 0.18872325122356415		 Val MAE: 0.18952445685863495
             	Algebraic dist: 69.72846775428921		 Val Algebraic dist: 89.8334601907169
             	RE1 dist: 5536.229779411765		 Val RE1 dist: 8851.097426470587
             	SED dist: 4.605890012254902		 Val SED dist: 5.9735277961282165

Epoch 5/18000: Training Loss: 2.4472681681315103		 Val Loss: 4.1512307559742645
             	Training MAE: 0.18889516592025757		 Val MAE: 0.1894664466381073
             	Algebraic dist: 70.63064395680146		 Val Algebraic dist: 113.78029497931985
             	RE1 dist: 5842.302696078431		 Val RE1 dist: 13765.30606617647
             	SED dist: 4.637848199582567		 Val SED dist: 8.04631940056296

Epoch 6/18000: Training Loss: 2.2159070781632964		 Val Loss: 2.537337808048024
             	Training MAE: 0.18902736902236938		 Val MAE: 0.19117559492588043
