###########################################################################################################################################################

        auged__ learning rate: 0.0001, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
        batch_size: 64, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, weight_decay: 5e-05
        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.1, ALG_COEFF: 0, L2_coeff: 1.0, huber_coeff: 1.0, unforzen layers: 0, group conv: False
        crop: 224 resize: 256, use conv: True pretrained: None, seq_ratio: 0.3, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0')

algebraic_truth: 0.01672154091871702		 val_algebraic_truth: 0.01732575065559811
algebraic_sqr_truth: 0.0003768208150107127	 val_algebraic_sqr_truth: 0.0004067438551121288                                
RE1_truth: 0.00018841040750535636		 val_RE1_truth: 0.0002033719275560644
SED_truth: 0.0015072571830107616		 val_SED_truth: 0.0016269532756672965

Epoch 1/1100: Training Loss: 101.8101806640625		 Val Loss: 1.1408198674519856
             Training MAE: 0.31534290313720703		 Val MAE: 0.2995659410953522
             Algebraic dist: 565.7324594350962		 Val Algebraic dist: 44.413184271918404
             Algebraic sqr dist: 9295552.615384616	  Val Algebraic sqr dist: 3646.1115451388887
             RE1 dist: 4647776.307692308		 Val RE1 dist: 1823.0557725694443
             SED dist: 1015.0006760817307		 Val SED dist: 8.324222988552517

Epoch 2/1100: Training Loss: 0.8951169527493991		 Val Loss: 0.9226789474487305
             Training MAE: 0.30798962712287903		 Val MAE: 0.3073134124279022
             Algebraic dist: 40.69391338641827		 Val Algebraic dist: 53.79625108506944
             Algebraic sqr dist: 3169.9705528846152	  Val Algebraic sqr dist: 5994.640190972223
             RE1 dist: 1584.9852764423076		 Val RE1 dist: 2997.3200954861113
             SED dist: 5.87704350398137		 Val SED dist: 6.390685611300999

Epoch 3/1100: Training Loss: 0.7271793805635892		 Val Loss: 0.7646622657775879
             Training MAE: 0.26221978664398193		 Val MAE: 0.20116302371025085
             Algebraic dist: 59.58078237680289		 Val Algebraic dist: 70.66852484809027
             Algebraic sqr dist: 7233.3167067307695	  Val Algebraic sqr dist: 12212.118055555555
             RE1 dist: 3616.6583533653848		 Val RE1 dist: 6106.059461805556
             SED dist: 5.258522620567908		 Val SED dist: 6.347178141276042

Epoch 4/1100: Training Loss: 0.6457948684692383		 Val Loss: 0.7076418664720323
             Training MAE: 0.19832280278205872		 Val MAE: 0.19724738597869873
             Algebraic dist: 62.99397629957933		 Val Algebraic dist: 72.17365858289931
             Algebraic sqr dist: 8583.852764423076	  Val Algebraic sqr dist: 10655.061631944445
             RE1 dist: 4291.926682692308		 Val RE1 dist: 5327.530815972223
             SED dist: 5.186027526855469		 Val SED dist: 5.815603892008464

Epoch 5/1100: Training Loss: 0.6427483191856971		 Val Loss: 0.7588560316297743
             Training MAE: 0.19276165962219238		 Val MAE: 0.19103196263313293
             Algebraic dist: 65.51178917518028		 Val Algebraic dist: 72.32160101996527
             Algebraic sqr dist: 9142.843149038461	  Val Algebraic sqr dist: 12867.052951388889
             RE1 dist: 4571.421875		 Val RE1 dist: 6433.526475694444
             SED dist: 5.183232234074519		 Val SED dist: 6.377444797092014

Epoch 6/1100: Training Loss: 0.6187202747051532		 Val Loss: 0.8057617081536187
             Training MAE: 0.19080910086631775		 Val MAE: 0.1861933469772339
             Algebraic dist: 63.13654033954327		 Val Algebraic dist: 77.90341525607639
             Algebraic sqr dist: 8576.969951923076	  Val Algebraic sqr dist: 15783.048611111111
             RE1 dist: 4288.484975961538		 Val RE1 dist: 7891.524305555556
             SED dist: 4.99001957820012		 Val SED dist: 6.88319566514757

Epoch 7/1100: Training Loss: 0.6083622712355393		 Val Loss: 0.6683986451890733
             Training MAE: 0.1856280118227005		 Val MAE: 0.18228715658187866
             Algebraic dist: 63.87805645282452		 Val Algebraic dist: 70.47592502170139
             Algebraic sqr dist: 8981.945913461539	  Val Algebraic sqr dist: 10988.129340277777
             RE1 dist: 4490.973257211538		 Val RE1 dist: 5494.065104166667
             SED dist: 4.929942204402043		 Val SED dist: 5.560368431939019

Epoch 8/1100: Training Loss: 0.6038719323965219		 Val Loss: 0.6682417127821181
             Training MAE: 0.1786062866449356		 Val MAE: 0.17540095746517181
             Algebraic dist: 63.5340341421274		 Val Algebraic dist: 71.46195475260417
             Algebraic sqr dist: 8816.938701923076	  Val Algebraic sqr dist: 10489.891493055555
             RE1 dist: 4408.469651442308		 Val RE1 dist: 5244.946180555556
             SED dist: 4.94900630070613		 Val SED dist: 5.6205872429741754

Epoch 9/1100: Training Loss: 0.604217345897968		 Val Loss: 0.7100174162122939
