###########################################################################################################################################################

        auged__ learning rate: 5e-05, lr_decay: 0.85, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
        batch_size: 16, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, weight_decay: 5e-05
        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 0.5, huber_coeff: 0.5, unforzen layers: 0, group conv: False
        crop: 224 resize: 256, use conv: True pretrained: None, seq_ratio: 0.3, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0')

algebraic_truth: 0.016720039088551592		 val_algebraic_truth: 0.01737804753439767
algebraic_sqr_truth: 0.00037706418008339116	 val_algebraic_sqr_truth: 0.0004149151699883597                                
RE1_truth: 0.00018853209004169558		 val_RE1_truth: 0.00020745758499417986
SED_truth: 0.0015082298255548244		 val_SED_truth: 0.001659655464547021

Epoch 1/1100: Training Loss: 4075.802743902439		 Val Loss: 3729.089732142857
             Training MAE: 0.39024439454078674		 Val MAE: 0.3692754805088043
             Algebraic dist: 1828.6911585365854		 Val Algebraic dist: 333.9018415178571
             Algebraic sqr dist: 10520921.912195122	  Val Algebraic sqr dist: 217175.6857142857
             RE1 dist: 5260460.956097561		 Val RE1 dist: 108587.85
             SED dist: 8151.134146341464		 Val SED dist: 7457.719642857143

Epoch 2/1100: Training Loss: 3344.3865853658535		 Val Loss: 2621.000892857143
             Training MAE: 0.35509997606277466		 Val MAE: 0.34934359788894653
             Algebraic dist: 100.53405106707316		 Val Algebraic dist: 33.465687779017856
             Algebraic sqr dist: 33678.49268292683	  Val Algebraic sqr dist: 3029.1390625
             RE1 dist: 16839.246341463415		 Val RE1 dist: 1514.56953125
             SED dist: 6688.32256097561		 Val SED dist: 5241.5375

Epoch 3/1100: Training Loss: 2426.6667682926827		 Val Loss: 964.8670758928571
             Training MAE: 0.34937915205955505		 Val MAE: 0.34739550948143005
             Algebraic dist: 26.72000285823171		 Val Algebraic dist: 25.55330287388393
             Algebraic sqr dist: 1991.4263719512196	  Val Algebraic sqr dist: 1135.6203125
             RE1 dist: 995.7131859756098		 Val RE1 dist: 567.81015625
             SED dist: 4852.876829268293		 Val SED dist: 1929.2895089285714

Epoch 4/1100: Training Loss: 141.5588319359756		 Val Loss: 4.429381888253348
             Training MAE: 0.34827160835266113		 Val MAE: 0.35620948672294617
             Algebraic dist: 16.926517244664634		 Val Algebraic dist: 25.040492466517858
             Algebraic sqr dist: 605.6951219512196	  Val Algebraic sqr dist: 1288.888950892857
             RE1 dist: 302.84759908536586		 Val RE1 dist: 644.44453125
             SED dist: 282.6307355182927		 Val SED dist: 8.406792340959822

Epoch 5/1100: Training Loss: 3.039640398723323		 Val Loss: 3.1951346261160714
             Training MAE: 0.36836832761764526		 Val MAE: 0.3774595856666565
             Algebraic dist: 31.881814500762196		 Val Algebraic dist: 47.07493722098214
             Algebraic sqr dist: 2256.2475609756098	  Val Algebraic sqr dist: 4838.4232142857145
             RE1 dist: 1128.1238567073171		 Val RE1 dist: 2419.2116071428572
             SED dist: 5.632639815167683		 Val SED dist: 5.954851858956474

Epoch 6/1100: Training Loss: 2.687709305926067		 Val Loss: 3.0445238385881694
             Training MAE: 0.3744410276412964		 Val MAE: 0.37532371282577515
             Algebraic dist: 59.34717035060976		 Val Algebraic dist: 83.72930385044643
             Algebraic sqr dist: 7971.437195121951	  Val Algebraic sqr dist: 16032.433928571429
             RE1 dist: 3985.7185975609755		 Val RE1 dist: 8016.216964285714
             SED dist: 4.989807724371189		 Val SED dist: 5.748691667829241

Epoch 7/1100: Training Loss: 2.6326806045160063		 Val Loss: 2.7863917759486605
             Training MAE: 0.34979021549224854		 Val MAE: 0.30736589431762695
