###########################################################################################################################################################

        auged__learning rate vit: 2e-05, learning rate mlp: 2e-05, lr_decay: 0.85, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
        batch_size: 16, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, wieght_decay: 5e-05
        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.01, ALG_COEFF: 0, unforzen layers: 0, group conv: False
        crop: 224 resize: 256, use conv: True pretrained: None, seq_ratio: 0.3, norm_mean: tensor([0.4815, 0.4578, 0.4082]), norm_std: tensor([0.2686, 0.2613, 0.2758])

algebraic_truth: 0.024717410017804402		 val_algebraic_truth: 0.0276270968573434
algebraic_sqr_truth: 0.0008732019401178127	 val_algebraic_sqr_truth: 0.007321309191840036                                
RE1_truth: 0.00043660097005890634		 val_RE1_truth: 0.003660654595920018
SED_truth: 0.0034927121022852456		 val_SED_truth: 0.029285264015197755

Epoch 1/900: Training Loss: 89.50431592987805		 Val Loss: 81.19195033482143
             Training MAE: 0.30376994609832764		 Val MAE: 0.29131999611854553
             Algebraic dist: 5553.648170731707		 Val Algebraic dist: 4660.059375
             Algebraic sqr dist: 56183508.29268292	  Val Algebraic sqr dist: 36373829.48571429
             RE1 dist: 28091754.14634146		 Val RE1 dist: 18186916.57142857
             SED dist: 8928.984756097561		 Val SED dist: 8099.736607142857

Epoch 2/900: Training Loss: 75.56385766006098		 Val Loss: 80.18077566964286
             Training MAE: 0.2906927764415741		 Val MAE: 0.29099440574645996
             Algebraic dist: 3890.9920731707316		 Val Algebraic dist: 3581.7870535714287
             Algebraic sqr dist: 26016435.824390244	  Val Algebraic sqr dist: 21823354.514285713
             RE1 dist: 13008217.912195122		 Val RE1 dist: 10911678.17142857
             SED dist: 7537.657926829268		 Val SED dist: 7999.019642857143

Epoch 3/900: Training Loss: 74.54967130335366		 Val Loss: 79.63293108258928
             Training MAE: 0.29116326570510864		 Val MAE: 0.289707213640213
             Algebraic dist: 2969.0878048780487		 Val Algebraic dist: 2763.4625
             Algebraic sqr dist: 15211370.146341464	  Val Algebraic sqr dist: 13080396.8
             RE1 dist: 7605685.073170732		 Val RE1 dist: 6540198.4
             SED dist: 7435.957317073171		 Val SED dist: 7943.808035714285

Epoch 4/900: Training Loss: 73.20849371189024		 Val Loss: 80.88648856026786
             Training MAE: 0.29067525267601013		 Val MAE: 0.2908813953399658
             Algebraic dist: 2301.8458841463416		 Val Algebraic dist: 2165.878794642857
             Algebraic sqr dist: 9167300.058536585	  Val Algebraic sqr dist: 8058574.628571428
             RE1 dist: 4583650.029268293		 Val RE1 dist: 4029287.314285714
             SED dist: 7300.970731707317		 Val SED dist: 8067.725892857143

Epoch 5/900: Training Loss: 73.67471417682927		 Val Loss: 78.80565708705358
             Training MAE: 0.2943354845046997		 Val MAE: 0.294026255607605
             Algebraic dist: 1724.7038109756097		 Val Algebraic dist: 1713.1151785714285
             Algebraic sqr dist: 5194036.7609756095	  Val Algebraic sqr dist: 5018733.257142857
             RE1 dist: 2597018.3804878048		 Val RE1 dist: 2509366.6285714284
             SED dist: 7345.390853658537		 Val SED dist: 7858.252678571429

Epoch 6/900: Training Loss: 73.00870331554879		 Val Loss: 80.82795061383929
             Training MAE: 0.29612720012664795		 Val MAE: 0.30110567808151245
             Algebraic dist: 1340.502286585366		 Val Algebraic dist: 1319.8241071428572
             Algebraic sqr dist: 3150413.736585366	  Val Algebraic sqr dist: 2968383.314285714
             RE1 dist: 1575206.868292683		 Val RE1 dist: 1484191.657142857
             SED dist: 7277.262195121952		 Val SED dist: 8057.932142857143

Epoch 7/900: Training Loss: 72.37863471798781		 Val Loss: 79.35093470982143
             Training MAE: 0.2986932694911957		 Val MAE: 0.2988945543766022
             Algebraic dist: 1004.8629573170732		 Val Algebraic dist: 1026.7299107142858
             Algebraic sqr dist: 1776752.0780487806	  Val Algebraic sqr dist: 1820398.5142857144
             RE1 dist: 888376.0390243903		 Val RE1 dist: 910199.2571428572
