
###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, part: tail, get_old_path: False, computer: 2,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 12, trained vit: None, MAX_POOL_SIZE: 3
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.2, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42

train size: 2166, val size: 736, test size: 1064

algebraic_truth: 0.016871089864920866		 val_algebraic_truth: 0.01727786141893138
RE1_truth: 0.0001923838472234367		 val_RE1_truth: 0.00020562561795763347
SED_truth: 0.0015389787315002667		 val_SED_truth: 0.0016449604021466296

Epoch 1/4500: Training Loss: 151.89248443265683		 Val Loss: 6.396871152131454
             	Training MAE: 0.31900516152381897		 Val MAE: 0.23957259953022003
             	Algebraic dist: 277.6713560885609		 Val Algebraic dist: 139.4508746603261
             	RE1 dist: 1103246.7601476014		 Val RE1 dist: 23146.915760869564
             	SED dist: 303.1734605627306		 Val SED dist: 12.432473887567935

Epoch 2/4500: Training Loss: 2.3096822478234547		 Val Loss: 4.562960085661515
             	Training MAE: 0.23745520412921906		 Val MAE: 0.2400907725095749
             	Algebraic dist: 73.61641633994465		 Val Algebraic dist: 114.04618503736413
             	RE1 dist: 6689.033210332103		 Val RE1 dist: 15975.557065217392
             	SED dist: 4.266264179975784		 Val SED dist: 8.774170585300611

Epoch 3/4500: Training Loss: 2.2874138751153135		 Val Loss: 5.141620801842731
             	Training MAE: 0.22703851759433746		 Val MAE: 0.24313488602638245
             	Algebraic dist: 72.88150080719558		 Val Algebraic dist: 131.14596424932066
             	RE1 dist: 6477.563653136532		 Val RE1 dist: 21583.089673913044
             	SED dist: 4.249764868254151		 Val SED dist: 9.937639982804008

Epoch 4/4500: Training Loss: 2.251510563811693		 Val Loss: 5.032579836638077
             	Training MAE: 0.2218228429555893		 Val MAE: 0.21581263840198517
             	Algebraic dist: 71.86532086023985		 Val Algebraic dist: 108.245361328125
             	RE1 dist: 6291.287361623617		 Val RE1 dist: 14386.764945652174
             	SED dist: 4.197620574838561		 Val SED dist: 9.774776956309443

Epoch 5/4500: Training Loss: 2.2827308345104935		 Val Loss: 4.46268662162449
             	Training MAE: 0.21597225964069366		 Val MAE: 0.20556440949440002
             	Algebraic dist: 71.34140048431735		 Val Algebraic dist: 99.65663213315217
             	RE1 dist: 6308.928505535056		 Val RE1 dist: 11892.226902173914
             	SED dist: 4.280566676516375		 Val SED dist: 8.664863918138588

Epoch 6/4500: Training Loss: 2.7188211701452953		 Val Loss: 10.025079478388248
             	Training MAE: 0.21085244417190552		 Val MAE: 0.22180192172527313
             	Algebraic dist: 75.04915244464945		 Val Algebraic dist: 180.21981148097825
             	RE1 dist: 7001.725092250923		 Val RE1 dist: 35564.953804347824
             	SED dist: 5.17237994767643		 Val SED dist: 19.77522476859715

Epoch 7/4500: Training Loss: 2.2159842741005535		 Val Loss: 4.017459371815557
             	Training MAE: 0.21263539791107178		 Val MAE: 0.20993365347385406
             	Algebraic dist: 67.3339483394834		 Val Algebraic dist: 90.55284052309783
             	RE1 dist: 5483.239391143911		 Val RE1 dist: 9029.392663043478
             	SED dist: 4.1738929889298895		 Val SED dist: 7.785404371178669

Epoch 8/4500: Training Loss: 2.1377027448252996		 Val Loss: 5.421670664911685
             	Training MAE: 0.20534667372703552		 Val MAE: 0.20246559381484985
             	Algebraic dist: 63.781840982472325		 Val Algebraic dist: 106.3958050271739
             	RE1 dist: 4904.367158671586		 Val RE1 dist: 13906.28804347826
             	SED dist: 4.038685027963561		 Val SED dist: 10.613853122877037

Epoch 9/4500: Training Loss: 2.255244969441882		 Val Loss: 7.934783272121264
             	Training MAE: 0.20476487278938293		 Val MAE: 0.1977957785129547
             	Algebraic dist: 64.76575472785977		 Val Algebraic dist: 150.8127972146739
             	RE1 dist: 5166.040590405904		 Val RE1 dist: 26549.85054347826
             	SED dist: 4.281429727139068		 Val SED dist: 15.652123492697012

Epoch 10/4500: Training Loss: 2.1658404023005073		 Val Loss: 4.847191520359205
             	Training MAE: 0.19950322806835175		 Val MAE: 0.21060781180858612
             	Algebraic dist: 61.3881241351476		 Val Algebraic dist: 94.70500382133152
             	RE1 dist: 4605.822878228782		 Val RE1 dist: 11078.758152173914
             	SED dist: 4.117871273927583		 Val SED dist: 9.46935504415761

Epoch 11/4500: Training Loss: 2.146795406552698		 Val Loss: 6.249695487644361
             	Training MAE: 0.1962166577577591		 Val MAE: 0.1952894926071167
             	Algebraic dist: 61.72387425046126		 Val Algebraic dist: 114.20944081182066
             	RE1 dist: 4595.135147601476		 Val RE1 dist: 15960.485054347826
             	SED dist: 4.090059512655674		 Val SED dist: 12.300709600033967

Epoch 12/4500: Training Loss: 2.268056046038976		 Val Loss: 5.277472122855809
             	Training MAE: 0.19092236459255219		 Val MAE: 0.18532802164554596
             	Algebraic dist: 60.220998616236166		 Val Algebraic dist: 95.45207413383152
             	RE1 dist: 4380.618542435424		 Val RE1 dist: 11249.806385869566
             	SED dist: 4.345837807743312		 Val SED dist: 10.375922161599863

Epoch 13/4500: Training Loss: 2.2676583040244465		 Val Loss: 4.057024416716202
             	Training MAE: 0.18832898139953613		 Val MAE: 0.18389606475830078
