###########################################################################################################################################################

                         learning rate: 0.0001, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
                        batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
                        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, part: mid, get_old_path: False,
                        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 8, trained vit: plots/Affine/BS_32__lr_6e-05__train_size_9216__CLIP__alpha_10__conv__original_rotated/model.pth,
                        crop: 224 resize: 256, use conv: False pretrained: None, data_ratio: 0.1, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42, 

algebraic_truth: 0.016719937324523926		 val_algebraic_truth: 0.017252253449481468
RE1_truth: 0.00018882948686094845		 val_RE1_truth: 0.00020080140751341114
SED_truth: 0.0015105657717760872		 val_SED_truth: 0.0016064073728478472

Epoch 1/4001: 	Training Loss: 1838.8127297794117		 Val Loss: 76.38798721976902
             	Training MAE: 0.25926774740219116		 Val MAE: 0.1847718358039856
             	Algebraic dist: 146.40966796875		 Val Algebraic dist: 34.01502526324728
             	RE1 dist: 200972.82352941178		 Val RE1 dist: 1032.7720788043478
             	SED dist: 3677.0250459558824		 Val SED dist: 152.45865531589675

Epoch 2/4001: 	Training Loss: 22.309690587660846		 Val Loss: 25.14724068019701
             	Training MAE: 0.24892842769622803		 Val MAE: 0.27630937099456787
             	Algebraic dist: 47.73719697840073		 Val Algebraic dist: 45.51132069463315
             	RE1 dist: 3065.3412224264707		 Val RE1 dist: 2174.76171875
             	SED dist: 44.12655460133272		 Val SED dist: 49.69663935122283

Epoch 3/4001: 	Training Loss: 8.606779210707721		 Val Loss: 17.45445317807405
             	Training MAE: 0.2779962122440338		 Val MAE: 0.28387120366096497
             	Algebraic dist: 54.8620174632353		 Val Algebraic dist: 54.798398225203805
             	RE1 dist: 4065.3382352941176		 Val RE1 dist: 4424.920855978261
             	SED dist: 16.648681640625		 Val SED dist: 34.28883162788723

Epoch 4/4001: 	Training Loss: 7.590615665211397		 Val Loss: 7.577911376953125
             	Training MAE: 0.28873658180236816		 Val MAE: 0.26825278997421265
             	Algebraic dist: 63.05243278952206		 Val Algebraic dist: 47.619321076766305
             	RE1 dist: 4821.43106617647		 Val RE1 dist: 3640.8097826086955
             	SED dist: 14.58662773581112		 Val SED dist: 14.608971637228262

Epoch 5/4001: 	Training Loss: 6.215845444623162		 Val Loss: 8.25366675335428
             	Training MAE: 0.2892247140407562		 Val MAE: 0.32475927472114563
             	Algebraic dist: 60.71770881204044		 Val Algebraic dist: 68.0202052904212
             	RE1 dist: 4599.25919117647		 Val RE1 dist: 5702.879755434783
             	SED dist: 11.836888032801012		 Val SED dist: 15.790392004925272

Epoch 6/4001: 	Training Loss: 6.149695901309743		 Val Loss: 6.265875111455503
             	Training MAE: 0.29697108268737793		 Val MAE: 0.26112034916877747
             	Algebraic dist: 64.88894473805146		 Val Algebraic dist: 51.85070270040761
             	RE1 dist: 5076.719669117647		 Val RE1 dist: 3921.9765625
             	SED dist: 11.690707936006433		 Val SED dist: 12.039481784986412

Epoch 7/4001: 	Training Loss: 4.209704230813419		 Val Loss: 7.296214891516644
             	Training MAE: 0.2889479696750641		 Val MAE: 0.2663971781730652
             	Algebraic dist: 58.50324922449448		 Val Algebraic dist: 47.77503502887228
             	RE1 dist: 4127.939797794118		 Val RE1 dist: 4023.1589673913045
             	SED dist: 7.860950245576746		 Val SED dist: 14.067795463230299

Epoch 8/4001: 	Training Loss: 3.8582929723403034		 Val Loss: 7.793235447095788
             	Training MAE: 0.2946540117263794		 Val MAE: 0.2894308865070343
             	Algebraic dist: 56.607066434972424		 Val Algebraic dist: 57.264218537703805
             	RE1 dist: 3956.9926470588234		 Val RE1 dist: 4511.91066576087
             	SED dist: 7.138802921070772		 Val SED dist: 14.999903139860734

Epoch 9/4001: 	Training Loss: 6.8828416712143845		 Val Loss: 12.83255270253057
             	Training MAE: 0.28402605652809143		 Val MAE: 0.27804452180862427
             	Algebraic dist: 67.3605095358456		 Val Algebraic dist: 49.78718367866848
             	RE1 dist: 5076.109834558823		 Val RE1 dist: 2460.746773097826
             	SED dist: 13.225802253274356		 Val SED dist: 25.10966956097147

Epoch 10/4001: 	Training Loss: 7.99419178682215		 Val Loss: 7.469296662703805
             	Training MAE: 0.2878333628177643		 Val MAE: 0.2849019169807434
             	Algebraic dist: 72.97091854319854		 Val Algebraic dist: 58.06331734035326
             	RE1 dist: 5753.010569852941		 Val RE1 dist: 4779.034307065217
             	SED dist: 15.428373448988971		 Val SED dist: 14.397385306980299

Epoch 11/4001: 	Training Loss: 3.920306486241958		 Val Loss: 10.356526913850203
             	Training MAE: 0.27987322211265564		 Val MAE: 0.2952101230621338
             	Algebraic dist: 56.4900333180147		 Val Algebraic dist: 57.63955290421195
             	RE1 dist: 3686.6955422794117		 Val RE1 dist: 4320.911005434783
             	SED dist: 7.3315425199620865		 Val SED dist: 20.13193943189538

Epoch 12/4001: 	Training Loss: 4.403142592486213		 Val Loss: 11.912682574728262
             	Training MAE: 0.28569647669792175		 Val MAE: 0.28428974747657776
             	Algebraic dist: 60.93105899586397		 Val Algebraic dist: 61.15605362601902
             	RE1 dist: 4258.913602941177		 Val RE1 dist: 4806.332201086957
             	SED dist: 8.283845789292279		 Val SED dist: 23.271272078804348

Epoch 13/4001: 	Training Loss: 4.346664877498851		 Val Loss: 13.287638788637908
             	Training MAE: 0.278522253036499		 Val MAE: 0.2845657169818878
             	Algebraic dist: 58.6689453125		 Val Algebraic dist: 47.68343983525815
             	RE1 dist: 3881.8276654411766		 Val RE1 dist: 2172.772078804348
             	SED dist: 8.191497802734375		 Val SED dist: 26.01002834154212

Epoch 14/4001: 	Training Loss: 3.675974453196806		 Val Loss: 5.903762153957201
             	Training MAE: 0.28533634543418884		 Val MAE: 0.2745570242404938
             	Algebraic dist: 56.64956844554228		 Val Algebraic dist: 53.096382472826086
             	RE1 dist: 3704.139935661765		 Val RE1 dist: 3550.0574048913045
             	SED dist: 6.835881401510799		 Val SED dist: 11.319135582965353

Epoch 15/4001: 	Training Loss: 3.0742032668169808		 Val Loss: 10.099941751231318
             	Training MAE: 0.27416443824768066		 Val MAE: 0.26198092103004456
             	Algebraic dist: 51.314320283777576		 Val Algebraic dist: 49.76120923913044
             	RE1 dist: 3230.903262867647		 Val RE1 dist: 3266.0805027173915
             	SED dist: 5.6705322265625		 Val SED dist: 19.718974237856656

Epoch 16/4001: 	Training Loss: 4.746547923368566		 Val Loss: 5.85908375615659
             	Training MAE: 0.2788529098033905		 Val MAE: 0.23067700862884521
             	Algebraic dist: 61.78025907628677		 Val Algebraic dist: 64.93436863111413
             	RE1 dist: 4286.247242647059		 Val RE1 dist: 6550.324048913043
             	SED dist: 9.00234177533318		 Val SED dist: 11.362580672554348

Epoch 17/4001: 	Training Loss: 2.897839265711167		 Val Loss: 5.4174681953761885
             	Training MAE: 0.27922698855400085		 Val MAE: 0.2058015614748001
             	Algebraic dist: 51.26080681295956		 Val Algebraic dist: 37.01606286090353
             	RE1 dist: 3138.781939338235		 Val RE1 dist: 1763.5023777173913
             	SED dist: 5.318614286534927		 Val SED dist: 10.497786812160326

Epoch 18/4001: 	Training Loss: 2.966496187097886		 Val Loss: 6.347558726435122
             	Training MAE: 0.2727512717247009		 Val MAE: 0.2172790914773941
             	Algebraic dist: 51.20657528147978		 Val Algebraic dist: 49.91737432065217
             	RE1 dist: 3123.8736213235293		 Val RE1 dist: 3815.9317255434785
             	SED dist: 5.471891066607307		 Val SED dist: 12.347047225288723

Epoch 19/4001: 	Training Loss: 2.94670508889591		 Val Loss: 6.715844859247622
             	Training MAE: 0.2719624638557434		 Val MAE: 0.23592419922351837
             	Algebraic dist: 52.08944522633272		 Val Algebraic dist: 45.79353133491848
             	RE1 dist: 3278.157398897059		 Val RE1 dist: 3043.4402173913045
             	SED dist: 5.435309017405791		 Val SED dist: 13.033914317255435

Epoch 20/4001: 	Training Loss: 3.047331641702091		 Val Loss: 6.788451485011889
             	Training MAE: 0.2740882933139801		 Val MAE: 0.28063705563545227
             	Algebraic dist: 51.105856502757355		 Val Algebraic dist: 62.52688731317935
             	RE1 dist: 3041.190257352941		 Val RE1 dist: 6557.114809782609
             	SED dist: 5.631189234116498		 Val SED dist: 13.092335576596467

Epoch 21/4001: 	Training Loss: 3.8470759672277115		 Val Loss: 6.909518697987432
             	Training MAE: 0.2725590765476227		 Val MAE: 0.2393147200345993
             	Algebraic dist: 58.175343232996326		 Val Algebraic dist: 46.17271356997283
             	RE1 dist: 4070.2954963235293		 Val RE1 dist: 3118.3474864130435
             	SED dist: 7.2314466588637405		 Val SED dist: 13.421265975288723

Epoch 22/4001: 	Training Loss: 2.764930949491613		 Val Loss: 5.868806258491848
             	Training MAE: 0.27054381370544434		 Val MAE: 0.24541565775871277
             	Algebraic dist: 49.75827205882353		 Val Algebraic dist: 54.53234332540761
             	RE1 dist: 3064.137637867647		 Val RE1 dist: 4495.023097826087
             	SED dist: 5.083689521340763		 Val SED dist: 11.343840225883152

Epoch 23/4001: 	Training Loss: 2.977911107680377		 Val Loss: 6.170332535453465
             	Training MAE: 0.2646057605743408		 Val MAE: 0.26461470127105713
             	Algebraic dist: 52.113227395450366		 Val Algebraic dist: 55.51318890115489
             	RE1 dist: 3304.375		 Val RE1 dist: 4743.094089673913
             	SED dist: 5.526845146627987		 Val SED dist: 11.909715735394022

Epoch 24/4001: 	Training Loss: 2.32628272561466		 Val Loss: 6.780481089716372
             	Training MAE: 0.26982542872428894		 Val MAE: 0.24728858470916748
             	Algebraic dist: 45.97659122242647		 Val Algebraic dist: 69.96828294836956
             	RE1 dist: 2632.60546875		 Val RE1 dist: 8857.754076086956
             	SED dist: 4.214727065142463		 Val SED dist: 13.183678668478262

Epoch 25/4001: 	Training Loss: 2.9526055279900048		 Val Loss: 6.062863557235055
             	Training MAE: 0.2671699523925781		 Val MAE: 0.246524840593338
