/opt/miniconda3/envs/alon_env/lib/python3.9/site-packages/transformers/utils/generic.py:260: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  torch.utils._pytree._register_pytree_node(
###########################################################################################################################################################

        auged__ learning rate: 0.0005, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
        batch_size: 32, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, weight_decay: 5e-05
        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.01, ALG_COEFF: 0, L2_coeff: 1.0, huber_coeff: 1.0, unforzen layers: 0, group conv: False
        crop: 224 resize: 256, use conv: True pretrained: None, seq_ratio: 0.3, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0')


algebraic_truth: 0.016721871292706834		 val_algebraic_truth: 0.01724738393511091
algebraic_sqr_truth: 0.0003770589105133871	 val_algebraic_sqr_truth: 0.0004027002624103001                                
RE1_truth: 0.00018852945525669356		 val_RE1_truth: 0.00020135013120515006
SED_truth: 0.0015081721312791398		 val_SED_truth: 0.0016108020075729914


Epoch 1/1100: Training Loss: 8.02850578826608		 Val Loss: 0.16691681998116628
             Training MAE: 0.18073028326034546		 Val MAE: 0.17857319116592407
             Algebraic dist: 249.17995297330097		 Val Algebraic dist: 53.06884765625
             Algebraic sqr dist: 2777848.854368932	  Val Algebraic sqr dist: 5607.462053571428
             RE1 dist: 1388924.427184466		 Val RE1 dist: 2803.731026785714
             SED dist: 789.8874393203884		 Val SED dist: 5.926388985770089


Epoch 2/1100: Training Loss: 0.1461424596101335		 Val Loss: 0.129477173941476
             Training MAE: 0.1624089628458023		 Val MAE: 0.1631852686405182
             Algebraic dist: 46.27850519569175		 Val Algebraic dist: 48.9143310546875
             Algebraic sqr dist: 4364.7630461165045	  Val Algebraic sqr dist: 6027.261160714285
             RE1 dist: 2182.3815230582522		 Val RE1 dist: 3013.6308035714287
             SED dist: 5.74395514923392		 Val SED dist: 6.149697440011161


Epoch 3/1100: Training Loss: 0.09539483820350425		 Val Loss: 0.10910936083112444
             Training MAE: 0.12136202305555344		 Val MAE: 0.09780257940292358
             Algebraic dist: 42.90138140928398		 Val Algebraic dist: 46.48247767857143
             Algebraic sqr dist: 4031.9572208737864	  Val Algebraic sqr dist: 5582.367410714286
             RE1 dist: 2015.9786104368932		 Val RE1 dist: 2791.183705357143
             SED dist: 5.342004868590716		 Val SED dist: 8.484830147879464


Epoch 4/1100: Training Loss: 0.08247431968022319		 Val Loss: 0.1327378273010254
             Training MAE: 0.09647796303033829		 Val MAE: 0.11298970878124237
             Algebraic dist: 33.09101941747573		 Val Algebraic dist: 41.858555385044646
             Algebraic sqr dist: 2379.778671116505	  Val Algebraic sqr dist: 4356.203571428571
             RE1 dist: 1189.8893355582525		 Val RE1 dist: 2178.1017857142856
             SED dist: 5.506410469129247		 Val SED dist: 9.158452497209822


Epoch 5/1100: Training Loss: 0.09995412363589389		 Val Loss: 0.09833323614937918
             Training MAE: 0.10352493822574615		 Val MAE: 0.09577921777963638
             Algebraic dist: 28.981381314472088		 Val Algebraic dist: 38.546840122767854
             Algebraic sqr dist: 1777.9027609223301	  Val Algebraic sqr dist: 2525.559375
             RE1 dist: 888.9514563106796		 Val RE1 dist: 1262.7796875
             SED dist: 6.494771124089806		 Val SED dist: 7.5711294991629465


Epoch 6/1100: Training Loss: 0.08005714416503906		 Val Loss: 0.0701726027897426
             Training MAE: 0.09011776745319366		 Val MAE: 0.06986074894666672
             Algebraic dist: 27.883739286256066		 Val Algebraic dist: 29.889749581473215
             Algebraic sqr dist: 1684.4522148058252	  Val Algebraic sqr dist: 2183.858482142857
             RE1 dist: 842.2261074029126		 Val RE1 dist: 1091.9292410714286
             SED dist: 5.518291584496359		 Val SED dist: 5.7434622628348215


Epoch 7/1100: Training Loss: 0.0868573235076608		 Val Loss: 0.0694749014718192
             Training MAE: 0.08903742581605911		 Val MAE: 0.07169768959283829
             Algebraic dist: 26.051354861953882		 Val Algebraic dist: 28.466477748325893
             Algebraic sqr dist: 1456.2471177184466	  Val Algebraic sqr dist: 1905.7314732142856
             RE1 dist: 728.1236347087379		 Val RE1 dist: 952.8657366071428
             SED dist: 5.915830741808253		 Val SED dist: 5.643277413504464


Epoch 8/1100: Training Loss: 0.06556359541068957		 Val Loss: 0.13473800931658064
             Training MAE: 0.06921841204166412		 Val MAE: 0.12206345796585083
             Algebraic dist: 24.97703181887136		 Val Algebraic dist: 25.0920166015625
             Algebraic sqr dist: 1390.824484223301	  Val Algebraic sqr dist: 1575.9986607142857
             RE1 dist: 695.4123179611651		 Val RE1 dist: 787.9993303571429
             SED dist: 5.066254550970874		 Val SED dist: 7.770185198102679


Epoch 9/1100: Training Loss: 0.07056089049404107		 Val Loss: 0.06912433760506766
             Training MAE: 0.07305487245321274		 Val MAE: 0.07152443379163742
             Algebraic dist: 22.12210112636529		 Val Algebraic dist: 21.264024135044643
             Algebraic sqr dist: 1071.1601941747572	  Val Algebraic sqr dist: 1143.9181919642858
             RE1 dist: 535.5800970873786		 Val RE1 dist: 571.9590959821429
             SED dist: 5.227079224817961		 Val SED dist: 5.638064575195313


Epoch 10/1100: Training Loss: 0.08312936430995904		 Val Loss: 0.06667804036821638
             Training MAE: 0.07635299861431122		 Val MAE: 0.06086618825793266
             Algebraic dist: 23.202451835558254		 Val Algebraic dist: 24.39197474888393
             Algebraic sqr dist: 1172.6902305825242	  Val Algebraic sqr dist: 1419.2074776785714
             RE1 dist: 586.3451152912621		 Val RE1 dist: 709.6037388392857
             SED dist: 6.139960131598908		 Val SED dist: 5.514809744698661


Epoch 11/1100: Training Loss: 0.08645152119756902		 Val Loss: 0.1136685711996896
             Training MAE: 0.08355294167995453		 Val MAE: 0.08497881144285202
             Algebraic dist: 22.534992699484224		 Val Algebraic dist: 25.907503836495536
             Algebraic sqr dist: 1081.2371814320388	  Val Algebraic sqr dist: 1621.6140625
             RE1 dist: 540.6185907160194		 Val RE1 dist: 810.8071428571428
             SED dist: 5.932316159739078		 Val SED dist: 9.425833565848214


Epoch 12/1100: Training Loss: 0.0665919989058115		 Val Loss: 0.15478947503226145
             Training MAE: 0.06552513688802719		 Val MAE: 0.14329753816127777
             Algebraic dist: 21.395602624393202		 Val Algebraic dist: 21.588748604910716
             Algebraic sqr dist: 1018.4300667475728	  Val Algebraic sqr dist: 783.8318638392857
             RE1 dist: 509.2150712985437		 Val RE1 dist: 391.91593191964284
             SED dist: 5.220323284852852		 Val SED dist: 7.220621163504465


Epoch 13/1100: Training Loss: 0.076982039849735		 Val Loss: 0.13525020054408482
             Training MAE: 0.07117843627929688		 Val MAE: 0.1374691128730774
             Algebraic dist: 21.183517900485437		 Val Algebraic dist: 17.70753173828125
             Algebraic sqr dist: 975.6984223300971	  Val Algebraic sqr dist: 670.690234375
             RE1 dist: 487.8492490898058		 Val RE1 dist: 335.3451171875
             SED dist: 5.800503332638046		 Val SED dist: 5.795462908063616


Epoch 14/1100: Training Loss: 0.08881755014067715		 Val Loss: 0.15061367579868862
             Training MAE: 0.08175545185804367		 Val MAE: 0.1311972290277481
             Algebraic dist: 21.029946336468445		 Val Algebraic dist: 25.858614676339286
             Algebraic sqr dist: 942.2403671116505	  Val Algebraic sqr dist: 1058.5220982142857
             RE1 dist: 471.12018355582524		 Val RE1 dist: 529.2610491071429
             SED dist: 6.205184195805522		 Val SED dist: 8.323053850446428


Epoch 15/1100: Training Loss: 0.09426748405382471		 Val Loss: 0.0799924237387521
             Training MAE: 0.08322113007307053		 Val MAE: 0.05513680353760719
             Algebraic dist: 22.733806128640776		 Val Algebraic dist: 29.769834681919644
             Algebraic sqr dist: 1099.247421116505	  Val Algebraic sqr dist: 1625.7928571428572
             RE1 dist: 549.6237105582525		 Val RE1 dist: 812.8964285714286
             SED dist: 6.612567790503641		 Val SED dist: 7.0220489501953125


Epoch 16/1100: Training Loss: 0.0675104752327632		 Val Loss: 0.0969625473022461
             Training MAE: 0.06495770066976547		 Val MAE: 0.09055047482252121
             Algebraic dist: 20.955182418082526		 Val Algebraic dist: 20.1378662109375
             Algebraic sqr dist: 972.4336316747573	  Val Algebraic sqr dist: 976.9764508928571
             RE1 dist: 486.21681583737865		 Val RE1 dist: 488.48822544642854
             SED dist: 5.264530515207828		 Val SED dist: 6.681101335797991


Epoch 17/1100: Training Loss: 0.06599614689651045		 Val Loss: 0.09282173429216657
             Training MAE: 0.0625382661819458		 Val MAE: 0.050817668437957764
             Algebraic dist: 19.345835861650485		 Val Algebraic dist: 28.80306222098214
             Algebraic sqr dist: 828.4675364077669	  Val Algebraic sqr dist: 1373.0619419642858
             RE1 dist: 414.23376820388347		 Val RE1 dist: 686.5309709821429
             SED dist: 5.236957438941141		 Val SED dist: 8.646227155412946


Epoch 18/1100: Training Loss: 0.08526042827124734		 Val Loss: 0.06386691502162388
             Training MAE: 0.07811467349529266		 Val MAE: 0.04801982268691063
             Algebraic dist: 19.801167608464805		 Val Algebraic dist: 21.18186558314732
             Algebraic sqr dist: 824.3377578883495	  Val Algebraic sqr dist: 1099.8515625
             RE1 dist: 412.16891686893206		 Val RE1 dist: 549.92578125
             SED dist: 6.111520711658071		 Val SED dist: 5.766087559291295


Epoch 19/1100: Training Loss: 0.06468709927160764		 Val Loss: 0.06160428183419364
             Training MAE: 0.06269752979278564		 Val MAE: 0.04543808475136757
             Algebraic dist: 18.506346471101335		 Val Algebraic dist: 19.800786481584822
             Algebraic sqr dist: 761.2843598300971	  Val Algebraic sqr dist: 1010.2733258928571
             RE1 dist: 380.64217991504853		 Val RE1 dist: 505.13666294642854
             SED dist: 5.076391127503034		 Val SED dist: 5.608472551618304


Epoch 20/1100: Training Loss: 0.059638527990544886		 Val Loss: 0.07433935574122838
             Training MAE: 0.05338924005627632		 Val MAE: 0.06842665374279022
             Algebraic dist: 17.619816159739077		 Val Algebraic dist: 17.677872140066963
             Algebraic sqr dist: 696.8302487864078	  Val Algebraic sqr dist: 833.0830915178572
             RE1 dist: 348.4151623179612		 Val RE1 dist: 416.5415457589286
             SED dist: 4.97942878204642		 Val SED dist: 5.985351998465402


Epoch 21/1100: Training Loss: 0.0821882544211971		 Val Loss: 0.059566225324358256
             Training MAE: 0.06949737668037415		 Val MAE: 0.051093682646751404
             Algebraic dist: 17.408539707220875		 Val Algebraic dist: 18.33922119140625
             Algebraic sqr dist: 664.0017445388349	  Val Algebraic sqr dist: 770.0698102678572
             RE1 dist: 332.00087226941747		 Val RE1 dist: 385.0349609375
             SED dist: 6.04096170073574		 Val SED dist: 5.253402273995536


Epoch 22/1100: Training Loss: 0.0726538121121601		 Val Loss: 0.10322304453168596
             Training MAE: 0.059928081929683685		 Val MAE: 0.09319095313549042
             Algebraic dist: 17.966786208662015		 Val Algebraic dist: 16.467717633928572
             Algebraic sqr dist: 711.4570691747573	  Val Algebraic sqr dist: 624.4308035714286
             RE1 dist: 355.72853458737865		 Val RE1 dist: 312.2154017857143
             SED dist: 5.728590881940231		 Val SED dist: 7.0270843505859375


Epoch 23/1100: Training Loss: 0.07073159819667779		 Val Loss: 0.12749302727835518
             Training MAE: 0.06467176973819733		 Val MAE: 0.08916860073804855
             Algebraic dist: 17.781080523740897		 Val Algebraic dist: 22.33492257254464
             Algebraic sqr dist: 686.7213288834952	  Val Algebraic sqr dist: 1129.4010044642857
             RE1 dist: 343.3606644417476		 Val RE1 dist: 564.7006138392857
             SED dist: 5.448572251403216		 Val SED dist: 9.753505161830358


Epoch 24/1100: Training Loss: 0.08021928731677602		 Val Loss: 0.06122074808393206
             Training MAE: 0.0718616247177124		 Val MAE: 0.046851783990859985
             Algebraic dist: 17.926723443188713		 Val Algebraic dist: 19.674855259486606
             Algebraic sqr dist: 693.3609678398059	  Val Algebraic sqr dist: 861.5270089285714
             RE1 dist: 346.68048391990294		 Val RE1 dist: 430.76353236607144
             SED dist: 5.852025893128034		 Val SED dist: 5.533745901925223


Epoch 25/1100: Training Loss: 0.05835291482869861		 Val Loss: 0.07171216692243304
             Training MAE: 0.04952656850218773		 Val MAE: 0.059053245931863785
             Algebraic dist: 17.110423856568566		 Val Algebraic dist: 18.504954310825894
             Algebraic sqr dist: 652.5499089805825	  Val Algebraic sqr dist: 900.907421875
             RE1 dist: 326.27495449029124		 Val RE1 dist: 450.4537109375
             SED dist: 4.972477292551578		 Val SED dist: 5.96349618094308


Epoch 26/1100: Training Loss: 0.06232143142848339		 Val Loss: 0.0858203479221889
             Training MAE: 0.05291442200541496		 Val MAE: 0.08327759802341461
             Algebraic dist: 16.358845238546724		 Val Algebraic dist: 16.232163783482143
             Algebraic sqr dist: 592.958510315534	  Val Algebraic sqr dist: 517.1380022321429
             RE1 dist: 296.479255157767		 Val RE1 dist: 258.56900111607143
             SED dist: 5.168220594091323		 Val SED dist: 5.526893397739955


Epoch 27/1100: Training Loss: 0.07511137064220835		 Val Loss: 0.09648214748927525
             Training MAE: 0.06292581558227539		 Val MAE: 0.09552142024040222
             Algebraic dist: 16.56563116277306		 Val Algebraic dist: 14.792006138392857
             Algebraic sqr dist: 601.5814244538835	  Val Algebraic sqr dist: 438.33579799107144
             RE1 dist: 300.79071222694176		 Val RE1 dist: 219.16791294642857
             SED dist: 5.777178421761226		 Val SED dist: 5.467212350027902


Epoch 28/1100: Training Loss: 0.08761142064066767		 Val Loss: 0.07475867271423339
             Training MAE: 0.075020931661129		 Val MAE: 0.0519145242869854
             Algebraic dist: 17.506738755309467		 Val Algebraic dist: 20.219168526785715
             Algebraic sqr dist: 646.2803398058253	  Val Algebraic sqr dist: 1114.1081473214285
             RE1 dist: 323.14016990291265		 Val RE1 dist: 557.0540736607143
             SED dist: 6.339844342574333		 Val SED dist: 6.748349870954241


Epoch 29/1100: Training Loss: 0.06029141527935139		 Val Loss: 0.08371223722185407
             Training MAE: 0.04715482145547867		 Val MAE: 0.07552232593297958
             Algebraic dist: 17.2039794921875		 Val Algebraic dist: 18.678615025111608
             Algebraic sqr dist: 661.0081917475728	  Val Algebraic sqr dist: 656.2765066964286
             RE1 dist: 330.5040958737864		 Val RE1 dist: 328.13828125
             SED dist: 5.263701503716626		 Val SED dist: 6.023193795340402


Epoch 30/1100: Training Loss: 0.07437814786596206		 Val Loss: 0.05892853736877442
             Training MAE: 0.06260447204113007		 Val MAE: 0.04900498688220978
             Algebraic dist: 17.22156709837682		 Val Algebraic dist: 16.38973214285714
             Algebraic sqr dist: 642.9695084951456	  Val Algebraic sqr dist: 562.8931361607143
             RE1 dist: 321.4847542475728		 Val RE1 dist: 281.44656808035717
             SED dist: 5.798231402647148		 Val SED dist: 5.3004071916852675


Epoch 31/1100: Training Loss: 0.05866496076861632		 Val Loss: 0.05621931552886963
             Training MAE: 0.050151653587818146		 Val MAE: 0.03531347215175629
             Algebraic dist: 15.721773314244539		 Val Algebraic dist: 16.335970633370536
             Algebraic sqr dist: 550.0043234223301	  Val Algebraic sqr dist: 647.8833705357143
             RE1 dist: 275.00216171116506		 Val RE1 dist: 323.94168526785717
             SED dist: 4.927880740860133		 Val SED dist: 5.271711077008929


Epoch 32/1100: Training Loss: 0.06375181327745752		 Val Loss: 0.13571572984967914
             Training MAE: 0.04733311012387276		 Val MAE: 0.09478499740362167
             Algebraic dist: 16.262531761984224		 Val Algebraic dist: 20.361711774553573
             Algebraic sqr dist: 591.8887666868932	  Val Algebraic sqr dist: 991.9847098214286
             RE1 dist: 295.9443833434466		 Val RE1 dist: 495.9923549107143
             SED dist: 5.517388501213592		 Val SED dist: 9.487037004743303


Epoch 33/1100: Training Loss: 0.06297420760960255		 Val Loss: 0.08234472955976213
             Training MAE: 0.05257862061262131		 Val MAE: 0.05325871706008911
             Algebraic dist: 15.036768052184467		 Val Algebraic dist: 18.386308942522323
             Algebraic sqr dist: 502.34678398058253	  Val Algebraic sqr dist: 936.6193080357143
             RE1 dist: 251.17339199029126		 Val RE1 dist: 468.30965401785716
             SED dist: 5.159480715260922		 Val SED dist: 7.374115862165179


Epoch 34/1100: Training Loss: 0.07369450226570796		 Val Loss: 0.08304221970694406
             Training MAE: 0.05863168090581894		 Val MAE: 0.0662422925233841
             Algebraic dist: 15.795777552336165		 Val Algebraic dist: 16.898721749441965
             Algebraic sqr dist: 553.5054990898059	  Val Algebraic sqr dist: 786.5518415178572
             RE1 dist: 276.75276850728153		 Val RE1 dist: 393.2759486607143
             SED dist: 5.805331035725121		 Val SED dist: 6.777372959681919


Epoch 35/1100: Training Loss: 0.06379107132698726		 Val Loss: 0.1409764153616769
             Training MAE: 0.052935484796762466		 Val MAE: 0.07683619856834412
             Algebraic dist: 15.21143763273665		 Val Algebraic dist: 22.8602783203125
             Algebraic sqr dist: 515.2124544902913	  Val Algebraic sqr dist: 1181.0753348214287
             RE1 dist: 257.60622724514565		 Val RE1 dist: 590.5376674107143
             SED dist: 5.22588400238926		 Val SED dist: 11.699897984095982


Epoch 36/1100: Training Loss: 0.08300918282814396		 Val Loss: 0.0824972357068743
             Training MAE: 0.06769800931215286		 Val MAE: 0.07146861404180527
             Algebraic dist: 16.15877081121056		 Val Algebraic dist: 15.978383091517857
             Algebraic sqr dist: 545.3894493325242	  Val Algebraic sqr dist: 664.1618861607143
             RE1 dist: 272.69474362864077		 Val RE1 dist: 332.08094308035714
             SED dist: 6.260706040465716		 Val SED dist: 6.384549822126116


Epoch 37/1100: Training Loss: 0.06304465451286835		 Val Loss: 0.06231443541390555
             Training MAE: 0.05239313468337059		 Val MAE: 0.037616241723299026
             Algebraic dist: 15.718294902912621		 Val Algebraic dist: 18.56373291015625
             Algebraic sqr dist: 556.7896313713592	  Val Algebraic sqr dist: 649.5241071428571
             RE1 dist: 278.3948156856796		 Val RE1 dist: 324.76205357142857
             SED dist: 5.262186291148361		 Val SED dist: 5.77125244140625


Epoch 38/1100: Training Loss: 0.06641252758433518		 Val Loss: 0.0580174446105957
             Training MAE: 0.051723968237638474		 Val MAE: 0.039816368371248245
             Algebraic dist: 16.012978563030945		 Val Algebraic dist: 16.56966378348214
             Algebraic sqr dist: 560.8976410800971	  Val Algebraic sqr dist: 579.81640625
             RE1 dist: 280.44882054004853		 Val RE1 dist: 289.9082310267857
             SED dist: 5.534837445009102		 Val SED dist: 5.373104422433036


Epoch 39/1100: Training Loss: 0.06253854510853592		 Val Loss: 0.07211634772164481
             Training MAE: 0.05054943636059761		 Val MAE: 0.03308388218283653
             Algebraic dist: 15.169127825394417		 Val Algebraic dist: 18.687656947544642
             Algebraic sqr dist: 514.5993628640776	  Val Algebraic sqr dist: 938.1973214285714
             RE1 dist: 257.29970039441747		 Val RE1 dist: 469.0986607142857
             SED dist: 5.210529216284891		 Val SED dist: 6.892332240513393


Epoch 40/1100: Training Loss: 0.07086772363162736		 Val Loss: 0.06498466900416783
             Training MAE: 0.05582248792052269		 Val MAE: 0.059461332857608795
             Algebraic dist: 15.202813305901092		 Val Algebraic dist: 14.492729840959822
             Algebraic sqr dist: 497.3905870752427	  Val Algebraic sqr dist: 516.29296875
             RE1 dist: 248.69529353762135		 Val RE1 dist: 258.146484375
             SED dist: 5.670167793347997		 Val SED dist: 5.319302804129464


Epoch 41/1100: Training Loss: 0.05728405887640796		 Val Loss: 0.0924499579838344
             Training MAE: 0.045874059200286865		 Val MAE: 0.04537354037165642
             Algebraic dist: 14.663962947512136		 Val Algebraic dist: 19.82576729910714
             Algebraic sqr dist: 475.25299605582524	  Val Algebraic sqr dist: 1027.9333705357142
             RE1 dist: 237.62649802791262		 Val RE1 dist: 513.9666852678571
             SED dist: 4.945250279695085		 Val SED dist: 8.701960972377233


Epoch 42/1100: Training Loss: 0.06856699823175819		 Val Loss: 0.06211891855512346
             Training MAE: 0.05085724592208862		 Val MAE: 0.026661308482289314
             Algebraic dist: 15.086773029808858		 Val Algebraic dist: 16.846339634486608
             Algebraic sqr dist: 505.7613395024272	  Val Algebraic sqr dist: 762.5202008928571
             RE1 dist: 252.8806697512136		 Val RE1 dist: 381.26010044642857
             SED dist: 5.696995411104369		 Val SED dist: 5.95123291015625


Epoch 43/1100: Training Loss: 0.05994756476393024		 Val Loss: 0.09370292936052595
             Training MAE: 0.04686594009399414		 Val MAE: 0.08539096266031265
             Algebraic dist: 14.407528775409588		 Val Algebraic dist: 15.127298409598215
             Algebraic sqr dist: 464.9913531553398	  Val Algebraic sqr dist: 598.9808035714286
             RE1 dist: 232.49569554004853		 Val RE1 dist: 299.4904017857143
             SED dist: 5.058933887666869		 Val SED dist: 6.023958478655134


Epoch 44/1100: Training Loss: 0.07034622118311021		 Val Loss: 0.07895845004490444
             Training MAE: 0.054850462824106216		 Val MAE: 0.05479904264211655
             Algebraic dist: 14.576737190913228		 Val Algebraic dist: 17.363112095424107
             Algebraic sqr dist: 471.3920282160194	  Val Algebraic sqr dist: 824.0142299107143
             RE1 dist: 235.6960141080097		 Val RE1 dist: 412.00711495535717
             SED dist: 5.613123032653216		 Val SED dist: 6.800021362304688


Epoch 45/1100: Training Loss: 0.06539783200013985		 Val Loss: 0.07376135417393276
             Training MAE: 0.05123869702219963		 Val MAE: 0.049488235265016556
             Algebraic dist: 14.779795822587985		 Val Algebraic dist: 18.184858049665177
             Algebraic sqr dist: 485.2353610436893	  Val Algebraic sqr dist: 610.7649553571429
             RE1 dist: 242.6176994842233		 Val RE1 dist: 305.38250558035713
             SED dist: 5.344672045661408		 Val SED dist: 6.458026559012277


Epoch 46/1100: Training Loss: 0.056656027303158656		 Val Loss: 0.1215789931161063
             Training MAE: 0.0440962016582489		 Val MAE: 0.09910310804843903
             Algebraic dist: 13.764269189927184		 Val Algebraic dist: 15.010775320870536
             Algebraic sqr dist: 426.66095266990294	  Val Algebraic sqr dist: 564.3831473214286
             RE1 dist: 213.3304952973301		 Val RE1 dist: 282.1915736607143
             SED dist: 4.879314533715109		 Val SED dist: 7.477155412946429


Epoch 47/1100: Training Loss: 0.07458410448241003		 Val Loss: 0.06306219782148088
             Training MAE: 0.06101496145129204		 Val MAE: 0.03361203148961067
             Algebraic dist: 14.334835311741505		 Val Algebraic dist: 15.467954799107142
             Algebraic sqr dist: 438.60307949029124	  Val Algebraic sqr dist: 632.1184709821429
