###########################################################################################################################################################

                auged__ learning rate: 0.0005, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
                batch_size: 32, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
                average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, weight_decay: 5e-05
                SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, unforzen layers: 0, group conv: False
                crop: 224 resize: 256, use conv: True pretrained: None, data_ratio: 0.2, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0')

algebraic_truth: 0.016752173935157665		 val_algebraic_truth: 0.01705145587523778
algebraic_sqr_truth: 0.00037810152423554575	 val_algebraic_sqr_truth: 0.0003931816512097915                                
RE1_truth: 0.00018905076211777288		 val_RE1_truth: 0.00019659082560489574
SED_truth: 0.001512403937353604		 val_SED_truth: 0.0015725620711843173

Epoch 1/2000: Training Loss: 3499.9141757246375		 Val Loss: 2150.11279296875
             Training MAE: 0.3272213637828827		 Val MAE: 0.3329092264175415
             Algebraic dist: 438.6337749094203		 Val Algebraic dist: 10.709669748942057
             Algebraic sqr dist: 3547470.3768115942	  Val Algebraic sqr dist: 228.1075236002604
             RE1 dist: 1773735.1884057971		 Val RE1 dist: 114.05377197265625
             SED dist: 6998.882699275362		 Val SED dist: 4299.249674479167

Epoch 2/2000: Training Loss: 2049.902400362319		 Val Loss: 2300.5450846354165
             Training MAE: 0.3359089195728302		 Val MAE: 0.3338751494884491
             Algebraic dist: 9.89348922950634		 Val Algebraic dist: 10.2300656636556
             Algebraic sqr dist: 255.0329200634058	  Val Algebraic sqr dist: 195.50899251302084
             RE1 dist: 127.51647418478261		 Val RE1 dist: 97.7545166015625
             SED dist: 4098.841485507246		 Val SED dist: 4600.127278645833

Epoch 3/2000: Training Loss: 3841.973278985507		 Val Loss: 3872.5436197916665
             Training MAE: 0.33918148279190063		 Val MAE: 0.3408024311065674
             Algebraic dist: 220.80741904438406		 Val Algebraic dist: 287.9009602864583
             Algebraic sqr dist: 111119.97101449275	  Val Algebraic sqr dist: 143846.21875
             RE1 dist: 55559.985507246376		 Val RE1 dist: 71923.109375
             SED dist: 7683.146739130435		 Val SED dist: 7744.259765625

Epoch 4/2000: Training Loss: 3652.060009057971		 Val Loss: 2756.6194661458335
             Training MAE: 0.3410335183143616		 Val MAE: 0.36734282970428467
             Algebraic dist: 169.79833276721016		 Val Algebraic dist: 733.907958984375
