###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, part: tail, get_old_path: False,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 8, trained vit: None,
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.025, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42, 

algebraic_truth: 0.016662157633725333		 val_algebraic_truth: 0.01807355135679245
RE1_truth: 0.00018722766681629068		 val_RE1_truth: 0.00023061881074681878
SED_truth: 0.0014978200197219849		 val_SED_truth: 0.0018449552978078525

Epoch 1/14013: Training Loss: 1453.7622931985295		 Val Loss: 8.434610366821289
             	Training MAE: 0.36666685342788696		 Val MAE: 0.3621685802936554
             	Algebraic dist: 1916.7358685661766		 Val Algebraic dist: 124.47157796223958
             	RE1 dist: 15352552.470588235		 Val RE1 dist: 13302.6171875
             	SED dist: 2906.560661764706		 Val SED dist: 15.857630411783854

Epoch 2/14013: Training Loss: 3.571382859173943		 Val Loss: 6.012615203857422
             	Training MAE: 0.37137264013290405		 Val MAE: 0.37637245655059814
             	Algebraic dist: 84.60317095588235		 Val Algebraic dist: 102.9202168782552
             	RE1 dist: 9462.85018382353		 Val RE1 dist: 12141.540364583334
             	SED dist: 6.152823953067555		 Val SED dist: 11.050018310546875

Epoch 3/14013: Training Loss: 2.6121684803682217		 Val Loss: 5.8644460042317705
             	Training MAE: 0.38086774945259094		 Val MAE: 0.3813270330429077
             	Algebraic dist: 71.64731732536765		 Val Algebraic dist: 102.70765177408855
             	RE1 dist: 6283.640625		 Val RE1 dist: 11120.067708333334
             	SED dist: 4.293150060317096		 Val SED dist: 10.850972493489584

Epoch 4/14013: Training Loss: 2.214359956629136		 Val Loss: 6.960081736246745
             	Training MAE: 0.37192752957344055		 Val MAE: 0.3584122061729431
             	Algebraic dist: 61.68887867647059		 Val Algebraic dist: 99.88597615559895
             	RE1 dist: 4584.202665441177		 Val RE1 dist: 12176.173177083334
             	SED dist: 3.6166781257180607		 Val SED dist: 13.179983774820963

Epoch 5/14013: Training Loss: 2.1458437302533317		 Val Loss: 5.97445551554362
             	Training MAE: 0.3546313941478729		 Val MAE: 0.34637296199798584
             	Algebraic dist: 55.436882467830884		 Val Algebraic dist: 89.45170084635417
             	RE1 dist: 3804.638786764706		 Val RE1 dist: 8019.828125
             	SED dist: 3.571025848388672		 Val SED dist: 11.263411204020182

Epoch 6/14013: Training Loss: 1.9690138872931986		 Val Loss: 6.649909973144531
             	Training MAE: 0.3325662612915039		 Val MAE: 0.3273925185203552
             	Algebraic dist: 49.805042940027576		 Val Algebraic dist: 84.83237711588542
             	RE1 dist: 2789.926930147059		 Val RE1 dist: 7743.974609375
             	SED dist: 3.3002835442038143		 Val SED dist: 12.680425008138021

Epoch 7/14013: Training Loss: 2.091572705437155		 Val Loss: 7.416802724202474
             	Training MAE: 0.3286955654621124		 Val MAE: 0.32760924100875854
             	Algebraic dist: 52.39978386374081		 Val Algebraic dist: 90.8947245279948
             	RE1 dist: 3171.8531709558824		 Val RE1 dist: 9397.860026041666
             	SED dist: 3.562823576085708		 Val SED dist: 14.219159444173178

Epoch 8/14013: Training Loss: 1.9248325123506433		 Val Loss: 7.5100148518880205
             	Training MAE: 0.32705485820770264		 Val MAE: 0.31937217712402344
             	Algebraic dist: 51.4107666015625		 Val Algebraic dist: 92.589599609375
             	RE1 dist: 2904.6585477941176		 Val RE1 dist: 10139.083333333334
             	SED dist: 3.242419523351333		 Val SED dist: 14.439815521240234

Epoch 9/14013: Training Loss: 1.9697541629566866		 Val Loss: 5.437105178833008
             	Training MAE: 0.32448363304138184		 Val MAE: 0.3191538453102112
             	Algebraic dist: 53.04652674057905		 Val Algebraic dist: 83.01407368977864
             	RE1 dist: 3202.878216911765		 Val RE1 dist: 7547.89453125
             	SED dist: 3.347504559685202		 Val SED dist: 10.301241556803385

Epoch 10/14013: Training Loss: 1.9813201006721048		 Val Loss: 6.146678288777669
             	Training MAE: 0.3147817552089691		 Val MAE: 0.3092227876186371
             	Algebraic dist: 55.45791446461397		 Val Algebraic dist: 88.77369181315105
             	RE1 dist: 3534.5121783088234		 Val RE1 dist: 8497.319661458334
             	SED dist: 3.4092324200798485		 Val SED dist: 11.758781433105469

Epoch 11/14013: Training Loss: 1.9169329474954044		 Val Loss: 9.410882949829102
             	Training MAE: 0.30358102917671204		 Val MAE: 0.2954053282737732
             	Algebraic dist: 52.56063304227941		 Val Algebraic dist: 114.24669392903645
             	RE1 dist: 3172.4885110294117		 Val RE1 dist: 15294.233072916666
             	SED dist: 3.315693799187155		 Val SED dist: 18.324466705322266

Epoch 12/14013: Training Loss: 1.9894875919117647		 Val Loss: 6.322917302449544
             	Training MAE: 0.3083384037017822		 Val MAE: 0.3091007173061371
             	Algebraic dist: 57.188835592830884		 Val Algebraic dist: 94.54275512695312
             	RE1 dist: 3656.5857077205883		 Val RE1 dist: 9882.400390625
             	SED dist: 3.4550608466653263		 Val SED dist: 12.123174031575521

