###########################################################################################################################################################

 learning rate: 0.0001, mlp_hidden_sizes: [1024, 512], jump_frames: 6, use_reconstruction_layer: True
batch_size: 8, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], RL_TEST_NAMES: ['fe2fadf89a84e92a', 'f01e8b6f8e10fdd9', 'f1ee9dc6135e5307', 'a41df4fa06fd391b', 'bc0ebb7482f14795', '9bdd34e784c04e3a', '98ebee1c36ecec55'], dataset: Stereo,
average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, part: mid, get_old_path: False,
RE1 coeff: 0 SED coeff: 0.5, ALG_COEFF: 0, L2_coeff: 1, huber_coeff: 1, frozen layers: 0, trained vit: plots/Affine/BS_32__lr_6e-05__train_size_9216__CLIP__alpha_10__conv__original_rotated/model.pth,
crop: 224 resize: 256, use conv: True pretrained: None, train_size: 0.015, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0'), sched: None seed: 42, 

algebraic_truth: 0.016633465886116028		 val_algebraic_truth: 0.01741567999124527
RE1_truth: 0.00018621115013957025		 val_RE1_truth: 0.00020312020621661629
SED_truth: 0.001489687990397215		 val_SED_truth: 0.0016249636454241617

Epoch 1/17000: Training Loss: 4987.63984375		 Val Loss: 57.065355573381694
             	Training MAE: 0.37258997559547424		 Val MAE: 0.3658767342567444
             	Algebraic dist: 4756.632421875		 Val Algebraic dist: 262.47964913504467
             	RE1 dist: 44733552.0		 Val RE1 dist: 63045.53125
             	SED dist: 9974.3625		 Val SED dist: 113.11316789899554

Epoch 2/17000: Training Loss: 59.02239990234375		 Val Loss: 15.526775905064174
             	Training MAE: 0.35685858130455017		 Val MAE: 0.3546430170536041
             	Algebraic dist: 372.021875		 Val Algebraic dist: 135.60527692522322
             	RE1 dist: 175292.65		 Val RE1 dist: 13554.31919642857
             	SED dist: 117.0309326171875		 Val SED dist: 30.027422223772323

Epoch 3/17000: Training Loss: 10.710875701904296		 Val Loss: 4.968072618756976
             	Training MAE: 0.34665197134017944		 Val MAE: 0.35051244497299194
             	Algebraic dist: 125.2603515625		 Val Algebraic dist: 75.24332101004464
             	RE1 dist: 16779.178125		 Val RE1 dist: 6814.502232142857
             	SED dist: 20.392449951171876		 Val SED dist: 8.911214011056083

Epoch 4/17000: Training Loss: 4.035777282714844		 Val Loss: 5.790925162179129
             	Training MAE: 0.35672006011009216		 Val MAE: 0.3701508045196533
             	Algebraic dist: 77.94796142578124		 Val Algebraic dist: 90.059326171875
             	RE1 dist: 6985.89140625		 Val RE1 dist: 12133.801339285714
             	SED dist: 7.047018432617188		 Val SED dist: 10.577451433454241

Epoch 5/17000: Training Loss: 3.2548851013183593		 Val Loss: 4.724057878766741
