###########################################################################################################################################################

        auged__learning rate: 0.0005, lr_decay: 0.8, mlp_hidden_sizes: [1024, 512], jump_frames: 2, use_reconstruction_layer: True
        batch_size: 32, norm: True, train_seqeunces: [0, 2, 3, 5], val_sequences: [6, 7, 8], dataset: Stereo,
        average embeddings: False, model: openai/clip-vit-base-patch32, augmentation: True, random crop: True, deepF_nocorrs: False, weight_decay: 5e-05
        SVD coeff: 0, RE1 coeff: 0 SED coeff: 0.1, ALG_COEFF: 0, L2_coeff: 0.5, huber_coeff: 0.5, unforzen layers: 0, group conv: False
        crop: 224 resize: 256, use conv: True pretrained: None, seq_ratio: 0.3, norm_mean: tensor([0.4815, 0.4578, 0.4082], device='cuda:0'), norm_std: tensor([0.2686, 0.2613, 0.2758], device='cuda:0')

algebraic_truth: 0.016734635945662713		 val_algebraic_truth: 0.01726670435496739
algebraic_sqr_truth: 0.00037748174904619604	 val_algebraic_sqr_truth: 0.00040355553584439413                                
RE1_truth: 0.00018874087452309802		 val_RE1_truth: 0.00020177776792219707
SED_truth: 0.0015098838840873496		 val_SED_truth: 0.001614222036940711

Epoch 1/1100: Training Loss: 253.6792703276699		 Val Loss: 0.8593165261404855
             Training MAE: 0.2760732173919678		 Val MAE: 0.39849525690078735
             Algebraic dist: 254.10522223907768		 Val Algebraic dist: 72.53902064732142
             Algebraic sqr dist: 3921981.514563107	  Val Algebraic sqr dist: 11997.904464285713
             RE1 dist: 1960990.912621359		 Val RE1 dist: 5998.952232142857
             SED dist: 2535.140625		 Val SED dist: 6.352054704938616

Epoch 2/1100: Training Loss: 0.6692301926103611		 Val Loss: 0.7997368948800223
             Training MAE: 0.2608335316181183		 Val MAE: 0.2679916322231293
             Algebraic dist: 49.694715185072816		 Val Algebraic dist: 62.188364955357144
             Algebraic sqr dist: 5563.424757281553	  Val Algebraic sqr dist: 10227.223214285714
             RE1 dist: 2781.712682038835		 Val RE1 dist: 5113.611607142857
             SED dist: 5.595298989305219		 Val SED dist: 6.8844534737723215

Epoch 3/1100: Training Loss: 0.6606169765435376		 Val Loss: 0.7119297572544643
             Training MAE: 0.23739132285118103		 Val MAE: 0.22485534846782684
             Algebraic dist: 49.658397489381066		 Val Algebraic dist: 58.987660435267856
             Algebraic sqr dist: 5506.768810679611	  Val Algebraic sqr dist: 8577.016071428572
             RE1 dist: 2753.384708737864		 Val RE1 dist: 4288.508035714286
             SED dist: 5.629850220911711		 Val SED dist: 6.215046037946428

Epoch 4/1100: Training Loss: 0.6752317113783753		 Val Loss: 0.7581275939941406
             Training MAE: 0.2343096137046814		 Val MAE: 0.2088821828365326
             Algebraic dist: 54.379977624393206		 Val Algebraic dist: 60.18585379464286
             Algebraic sqr dist: 6637.971480582524	  Val Algebraic sqr dist: 7363.638392857143
             RE1 dist: 3318.985740291262		 Val RE1 dist: 3681.819419642857
             SED dist: 5.811181522110133		 Val SED dist: 6.854860578264509

Epoch 5/1100: Training Loss: 0.6521024981748711		 Val Loss: 0.7446829659598214
             Training MAE: 0.23712332546710968		 Val MAE: 0.264585942029953
             Algebraic dist: 54.032662697208735		 Val Algebraic dist: 65.20228097098214
             Algebraic sqr dist: 6584.260922330097	  Val Algebraic sqr dist: 10993.066071428571
             RE1 dist: 3292.1304611650485		 Val RE1 dist: 5496.533035714286
             SED dist: 5.624955556925061		 Val SED dist: 6.4513776506696425

Epoch 6/1100: Training Loss: 0.8398800451778671		 Val Loss: 1.366698019845145
             Training MAE: 0.23883089423179626		 Val MAE: 0.3049798607826233
             Algebraic dist: 59.102240405036405		 Val Algebraic dist: 103.94305245535715
             Algebraic sqr dist: 7490.917475728155	  Val Algebraic sqr dist: 26034.573214285716
             RE1 dist: 3745.4587378640776		 Val RE1 dist: 13017.286607142858
             SED dist: 7.52240701323574		 Val SED dist: 12.454535784040178

Epoch 7/1100: Training Loss: 0.6768264770507812		 Val Loss: 0.7814521244594029
             Training MAE: 0.2364938110113144		 Val MAE: 0.274738609790802
             Algebraic dist: 57.26245828276699		 Val Algebraic dist: 77.22620675223214
             Algebraic sqr dist: 7372.272451456311	  Val Algebraic sqr dist: 15860.542857142857
             RE1 dist: 3686.1362257281553		 Val RE1 dist: 7930.271428571428
             SED dist: 5.953040261870449		 Val SED dist: 6.86427001953125

Epoch 8/1100: Training Loss: 0.6361486934921117		 Val Loss: 0.7823220934186663
             Training MAE: 0.2380383461713791		 Val MAE: 0.22815369069576263
             Algebraic dist: 61.35865917020631		 Val Algebraic dist: 77.52282366071428
             Algebraic sqr dist: 8709.026092233009	  Val Algebraic sqr dist: 10670.725
             RE1 dist: 4354.513349514563		 Val RE1 dist: 5335.3625
             SED dist: 5.585084785535497		 Val SED dist: 7.119381713867187

Epoch 9/1100: Training Loss: 0.6362650602766611		 Val Loss: 0.7240272521972656
             Training MAE: 0.2348162680864334		 Val MAE: 0.20414306223392487
             Algebraic dist: 62.1942885315534		 Val Algebraic dist: 65.95661272321429
             Algebraic sqr dist: 8950.160800970874	  Val Algebraic sqr dist: 11166.471428571429
             RE1 dist: 4475.080400485437		 Val RE1 dist: 5583.2357142857145
             SED dist: 5.628144199408374		 Val SED dist: 6.686811174665179

Epoch 10/1100: Training Loss: 0.6393042999563865		 Val Loss: 0.6596418108258929
             Training MAE: 0.22583158314228058		 Val MAE: 0.21349550783634186
             Algebraic dist: 64.82973206158981		 Val Algebraic dist: 82.33953683035715
             Algebraic sqr dist: 9635.420509708738	  Val Algebraic sqr dist: 16517.39107142857
             RE1 dist: 4817.710254854369		 Val RE1 dist: 8258.695535714285
             SED dist: 5.722692397034284		 Val SED dist: 6.01063232421875

Epoch 11/1100: Training Loss: 0.6341248299311666		 Val Loss: 0.6572913033621651
             Training MAE: 0.22418004274368286		 Val MAE: 0.20184585452079773
             Algebraic dist: 66.74727415807038		 Val Algebraic dist: 66.34660993303571
             Algebraic sqr dist: 10217.531553398057	  Val Algebraic sqr dist: 10671.401785714286
             RE1 dist: 5108.765776699029		 Val RE1 dist: 5335.700892857143
             SED dist: 5.698155079073119		 Val SED dist: 6.038999720982143

Epoch 12/1100: Training Loss: 0.6929744979710255		 Val Loss: 1.1436104910714286
             Training MAE: 0.2167319804430008		 Val MAE: 0.2932768762111664
             Algebraic dist: 68.02667532615291		 Val Algebraic dist: 76.60975864955357
             Algebraic sqr dist: 10540.669902912621	  Val Algebraic sqr dist: 13899.121428571429
             RE1 dist: 5270.334951456311		 Val RE1 dist: 6949.561607142857
             SED dist: 6.323693136567051		 Val SED dist: 10.404220145089285

